Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.38,1.98,26.1,37.6,0.0565,0.162,0.041,0.13,0.154,2.0
1.29,1.76,17.7,29.2,0.0202,0.106,0.0272,0.0583,0.447,1.77
1.22,1.73,17.7,29.0,0.0137,0.103,0.034,0.0754,0.171,1.57
1.27,1.66,25.6,41.9,0.0454,0.126,0.0422,0.114,0.609,3.86
1.26,1.7,23.0,32.7,0.0113,0.111,0.0372,0.09,0.434,2.14
1.45,1.83,18.4,27.7,0.0134,0.128,0.029,0.0596,0.0829,0.979
1.55,2.78,25.0,46.3,0.0457,0.163,0.0331,0.073,0.357,3.78
1.61,1.85,20.6,29.2,0.00959,0.0986,0.0295,0.0611,0.12,0.866
1.53,1.66,18.1,24.9,0.011,0.118,0.032,0.0604,0.141,0.746
1.76,2.43,17.2,25.0,0.012,0.106,0.0223,0.0548,0.183,0.743
1.41,1.93,28.3,47.2,0.0199,0.153,0.0438,0.0952,0.253,1.74
1.6,2.22,26.7,35.6,0.0183,0.144,0.0355,0.076,0.316,2.2
1.41,1.61,23.1,33.2,0.0367,0.131,0.0416,0.114,0.025,0.306
1.68,1.9,26.0,40.2,0.0172,0.138,0.0395,0.0755,0.111,1.45
1.27,1.68,24.3,36.2,0.012,0.136,0.0377,0.0874,0.406,2.03
1.38,1.78,25.6,48.6,0.0219,0.138,0.0377,0.133,0.845,2.13
1.47,1.84,28.3,45.4,0.047,0.144,0.0514,0.135,0.947,2.5
1.24,1.45,21.0,34.5,0.138,0.219,0.0423,0.121,0.139,0.909
1.21,1.63,23.4,39.0,0.0192,0.164,0.0404,0.108,0.504,2.7
1.84,2.16,26.4,38.6,0.0187,0.116,0.032,0.066,0.188,2.87
1.28,1.92,37.4,55.0,0.0197,0.191,0.0482,0.103,0.254,1.96
1.33,1.55,31.0,94.1,0.0349,0.138,0.0478,0.17,1.18,3.18
2.16,3.08,18.6,29.3,0.0192,0.0922,0.0209,0.0419,0.449,2.23
1.57,1.75,20.7,25.3,0.016,0.145,0.0324,0.0641,0.245,1.35
1.27,1.9,26.7,40.1,0.0431,0.167,0.0384,0.105,0.78,3.02
1.48,1.77,19.5,35.6,0.0158,0.0987,0.0317,0.0859,0.106,0.894
1.59,1.9,33.3,45.0,0.0265,0.192,0.0377,0.0802,0.435,3.46
1.13,1.48,40.3,50.6,0.0218,0.179,0.0546,0.124,0.0621,0.625
1.74,2.05,35.9,49.9,0.028,0.12,0.0344,0.0993,0.456,3.29
2.04,3.19,36.5,63.6,0.0788,0.194,0.04,0.0901,1.09,3.92
1.17,1.62,24.9,47.1,0.0352,0.171,0.051,0.237,0.215,1.61
1.23,1.5,28.0,36.3,0.0123,0.139,0.0423,0.15,0.463,4.6
1.93,2.23,36.1,49.5,0.0246,0.177,0.0373,0.0848,0.107,1.29
1.6,2.39,25.8,44.9,0.0228,0.0977,0.0319,0.0685,0.408,2.89
1.53,2.17,31.0,46.9,0.018,0.132,0.158,0.239,0.227,1.36
1.34,2.87,13.4,29.8,0.119,0.535,0.0401,0.159,0.325,3.37
1.88,2.21,21.6,52.1,0.0313,0.127,0.0675,0.179,0.278,2.96
1.87,2.21,27.8,52.3,0.0263,0.146,0.0662,0.172,0.272,2.77
1.12,1.48,18.9,33.7,0.0232,0.136,0.0406,0.176,0.304,2.48
1.48,2.14,24.5,33.7,0.013,0.125,0.0971,0.185,0.247,2.36
1.54,1.73,33.3,45.8,0.0138,0.141,0.0402,0.0865,0.0559,0.815
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.6,2.91,21.6,42.1,0.0367,0.103,0.0519,0.283,0.293,2.7
1.08,1.54,21.8,36.3,0.0311,0.131,0.0426,0.0816,0.264,2.33
1.36,1.52,25.2,37.1,0.0138,0.106,0.0367,0.0686,0.189,2.93
1.37,1.53,19.0,33.8,0.161,0.227,0.0371,0.126,0.0692,0.437
1.23,1.67,20.6,29.2,0.0176,0.121,0.0397,0.139,0.365,1.41
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.65,2.05,33.8,46.8,0.0106,0.127,0.035,0.0747,0.341,4.35
1.47,1.75,24.3,32.2,0.0136,0.127,0.0375,0.0761,0.222,1.49
1.37,1.59,22.8,44.3,0.221,0.3,0.0482,0.213,0.29,1.96
1.51,1.91,19.9,30.9,0.0992,0.205,0.0345,0.0976,0.128,3.05
1.63,2.3,28.3,39.1,0.0135,0.143,0.0343,0.0769,0.241,1.99
1.33,1.77,37.3,63.1,0.0233,0.239,0.0498,0.154,0.502,2.73
1.39,1.7,30.5,38.8,0.0208,0.124,0.0402,0.0825,0.437,2.32
1.53,1.73,32.5,40.9,0.0146,0.148,0.0392,0.0759,0.0389,0.699
1.3,1.69,24.1,33.0,0.0111,0.118,0.0359,0.0698,0.401,2.13
1.42,1.79,21.9,36.6,0.0267,0.132,0.0383,0.104,0.202,2.32
1.06,1.62,15.7,27.3,0.0448,0.107,0.0355,0.212,0.375,2.49
1.22,1.53,21.7,38.3,0.0155,0.13,0.0388,0.0856,0.268,2.52
1.58,1.84,26.2,40.2,0.0187,0.126,0.033,0.0856,0.195,1.57
1.48,2.24,25.6,42.8,0.0282,0.119,0.033,0.104,0.29,1.78
1.4,1.65,30.5,43.7,0.0141,0.148,0.0382,0.0739,0.212,1.78
1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
1.67,1.88,19.7,37.9,0.0152,0.088,0.0255,0.0573,0.731,2.85
1.11,1.55,17.1,30.5,0.0186,0.106,0.0326,0.0635,0.352,1.54
1.83,2.33,20.0,26.1,0.0101,0.107,0.0267,0.0541,0.205,1.23
1.26,1.53,19.1,52.7,0.0114,0.0986,0.038,0.25,0.432,2.76
1.44,1.79,32.3,61.0,0.013,0.134,0.0454,0.196,0.178,2.01
1.43,1.82,25.0,46.8,0.016,0.128,0.034,0.0902,0.547,2.85
1.57,1.86,25.3,40.7,0.247,0.369,0.0338,0.0795,0.438,2.88
1.42,2.31,32.4,47.0,0.0306,0.118,0.0406,0.123,0.756,3.3
1.18,1.98,11.9,25.1,0.0173,0.104,0.0285,0.0845,0.383,2.62
1.16,1.53,28.0,42.9,0.0275,0.129,0.0509,0.118,0.501,3.27
1.26,1.7,23.3,33.1,0.0199,0.111,0.037,0.0863,0.432,2.14
1.75,2.05,11.1,17.8,0.016,0.0975,0.0327,0.102,0.211,1.21
1.41,1.64,19.7,27.7,0.0102,0.122,0.0322,0.0768,0.0703,1.22
1.28,1.71,35.3,46.8,0.018,0.173,0.0372,0.0894,2.55,5.86
1.28,1.75,39.2,51.6,0.0219,0.179,0.041,0.162,3.2,6.86
1.36,1.86,25.5,35.8,0.0173,0.153,0.0383,0.0871,0.214,1.35
1.49,2.93,22.4,55.4,0.0142,0.169,0.0499,0.263,0.399,2.01
1.46,1.69,15.9,23.5,0.0169,0.108,0.0302,0.0682,0.0749,0.536
1.79,2.33,15.5,20.5,0.00965,0.0926,0.023,0.042,0.1,0.659
1.2,2.3,18.0,24.3,0.0141,0.11,0.033,0.125,0.283,2.0
1.62,1.83,12.9,20.9,0.00889,0.0854,0.0279,0.0931,0.0954,0.667
1.45,1.9,26.5,40.5,0.0189,0.126,0.0397,0.0893,0.0441,0.773
1.48,2.52,22.1,39.9,0.0645,0.12,0.0422,0.192,0.194,1.38
1.13,1.44,12.8,48.5,0.0158,0.0796,0.0353,0.264,0.627,3.2
1.53,2.33,25.7,44.9,0.0455,0.142,0.0303,0.0573,0.197,2.0
1.38,2.06,15.8,25.1,0.011,0.111,0.0302,0.0633,0.118,0.859
1.26,2.04,14.4,23.9,0.0193,0.102,0.0306,0.0733,0.0671,0.737
1.34,1.55,25.9,33.8,0.0118,0.121,0.0405,0.0855,0.25,1.01
1.29,1.58,28.5,53.6,0.0137,0.118,0.0404,0.0918,0.164,1.57
1.9,2.65,21.1,29.6,0.0173,0.123,0.0325,0.0803,0.227,1.23
1.46,1.84,29.9,50.4,0.012,0.114,0.041,0.0867,0.3,2.82
1.22,2.2,12.6,25.4,0.177,0.396,0.0287,0.0636,0.32,2.33
1.37,1.72,21.5,27.2,0.0162,0.112,0.0325,0.0719,0.33,2.23
1.95,2.4,31.2,46.4,0.0141,0.121,0.0324,0.0645,0.267,2.63
1.7,2.06,19.7,27.3,0.0133,0.0904,0.0312,0.0706,0.198,1.14
1.46,1.78,29.4,50.4,0.02,0.139,0.0364,0.0829,0.181,1.44
1.25,1.68,24.9,56.1,0.012,0.15,0.0383,0.0864,0.159,1.61
1.48,2.18,22.0,35.7,0.0118,0.115,0.0453,0.203,0.126,1.21
1.34,1.56,29.8,42.7,0.0348,0.164,0.0403,0.0923,0.685,3.93
1.15,1.69,23.9,43.2,0.0264,0.147,0.0459,0.111,0.232,1.96
1.25,1.66,19.6,28.0,0.0113,0.121,0.035,0.0813,0.157,1.9
1.27,1.72,18.1,24.4,0.0206,0.115,0.0301,0.0629,0.536,1.77
1.29,2.09,20.9,34.3,0.0125,0.128,0.0349,0.107,0.252,2.49
1.23,1.56,34.1,48.1,0.0132,0.162,0.0479,0.125,0.126,1.81
1.4,2.64,8.99,12.8,0.0128,0.0818,0.0238,0.0858,0.325,1.24
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.26,1.78,22.3,36.2,0.0588,0.124,0.0392,0.134,0.313,1.65
1.56,1.77,24.2,43.5,0.0125,0.129,0.0379,0.163,0.156,1.19
1.61,2.35,20.0,30.0,0.012,0.132,0.0317,0.0824,0.276,1.5
2.09,2.27,33.5,40.1,0.0191,0.15,0.0314,0.0663,0.163,1.42
1.61,2.34,25.0,51.7,0.0162,0.132,0.033,0.067,0.129,1.03
1.92,2.08,35.0,42.4,0.0177,0.144,0.0343,0.0654,0.142,1.31
1.34,1.62,30.1,40.3,0.0196,0.118,0.0382,0.0939,0.442,2.31
1.31,1.76,19.2,35.0,0.036,0.115,0.0347,0.0947,0.484,1.94
1.52,2.14,27.9,50.6,0.0194,0.161,0.0392,0.128,0.2,1.2
1.4,1.68,28.0,54.7,0.0197,0.161,0.0423,0.0955,0.194,2.29
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.52,2.22,14.1,26.8,0.011,0.104,0.0241,0.0494,0.107,0.942
1.29,1.61,23.5,30.4,0.0155,0.133,0.0405,0.0891,0.288,1.28
1.62,2.02,20.1,28.6,0.0116,0.107,0.028,0.0559,0.118,1.04
1.21,1.74,18.9,45.2,0.00961,0.0842,0.0349,0.103,0.913,6.52
1.76,2.15,15.2,20.8,0.0167,0.104,0.024,0.0551,0.0718,0.693
1.49,2.06,29.3,43.3,0.0259,0.0928,0.0366,0.0907,0.301,1.73
1.52,2.01,23.2,35.5,0.0372,0.114,0.0305,0.0762,0.351,3.17
1.33,1.56,15.4,21.4,0.0163,0.107,0.0322,0.0636,0.192,1.19
1.25,2.28,18.9,25.1,0.0134,0.111,0.0318,0.12,0.255,1.94
1.17,1.48,29.4,48.7,0.0343,0.182,0.0439,0.0949,0.66,3.75
1.25,1.41,24.3,36.6,0.0246,0.114,0.0343,0.081,0.509,2.28
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.95,2.98,26.7,39.8,0.0249,0.114,0.0297,0.0967,0.796,2.51
1.05,1.72,8.61,45.1,0.0856,0.408,0.0317,0.131,0.245,3.34
1.13,1.52,21.0,31.0,0.0768,0.151,0.0424,0.125,0.796,2.58
1.32,2.0,24.4,43.3,0.0127,0.116,0.0372,0.0906,0.465,6.19
1.66,2.56,17.8,24.5,0.015,0.173,0.0242,0.0682,0.454,1.73
1.68,1.86,19.0,24.2,0.0153,0.129,0.0253,0.0479,0.331,1.5
1.46,2.08,39.9,56.1,0.0197,0.15,0.0415,0.0755,0.357,2.07
1.64,1.87,26.7,37.8,0.0136,0.129,0.0343,0.0713,0.241,1.12
1.43,1.99,23.4,32.4,0.0125,0.134,0.0319,0.058,0.173,2.01
1.27,1.53,24.6,42.6,0.0129,0.124,0.0376,0.0988,0.27,2.37
1.8,2.15,18.6,31.4,0.0247,0.122,0.0448,0.123,0.109,1.51
2.03,2.18,31.5,42.7,0.0186,0.136,0.0315,0.0624,0.223,1.73
1.41,2.17,6.23,11.2,0.0194,0.1,0.0208,0.0894,0.353,1.81
1.75,2.04,23.5,30.0,0.0163,0.113,0.0299,0.0652,0.36,1.3
1.39,1.56,12.3,17.7,0.0125,0.0922,0.0274,0.056,0.103,0.88
1.51,2.18,24.4,32.7,0.0186,0.117,0.104,0.172,0.158,1.21
1.52,2.43,23.9,44.2,0.0335,0.104,0.035,0.088,0.21,1.37
1.48,1.96,11.7,18.4,0.0132,0.117,0.0216,0.0481,0.103,0.888
1.25,1.48,24.7,33.5,0.0132,0.137,0.04,0.0867,0.268,2.12
1.27,1.67,13.5,24.2,0.0345,0.112,0.0285,0.0598,0.153,1.11
1.43,2.85,25.4,40.7,0.0518,0.267,0.0432,0.145,0.301,1.52
1.62,1.94,24.8,36.2,0.0217,0.117,0.0432,0.108,0.227,3.09
1.31,1.6,25.1,32.1,0.0222,0.149,0.0391,0.0902,0.236,1.74
1.33,1.96,29.7,52.2,0.0132,0.125,0.0403,0.152,0.254,3.57
1.37,1.56,22.8,35.4,0.0154,0.106,0.0325,0.0705,0.246,3.14
1.71,2.07,19.9,32.2,0.0178,0.0933,0.0325,0.0967,0.195,1.23
1.32,1.64,27.8,47.5,0.0147,0.0967,0.0412,0.0899,0.817,5.44
1.49,1.85,34.5,53.8,0.015,0.147,0.0407,0.0827,0.147,1.26
2.07,2.94,17.3,28.4,0.0197,0.0931,0.0214,0.0435,0.355,1.91
1.19,2.04,13.0,22.9,0.0716,0.145,0.04,0.114,0.0781,0.595
1.69,2.33,19.2,30.7,0.0395,0.176,0.0263,0.0488,0.327,1.48
1.43,1.62,29.3,36.0,0.0107,0.142,0.0425,0.0785,0.242,0.647
1.39,1.71,30.8,40.5,0.0196,0.113,0.0375,0.089,0.453,2.37
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.2,1.55,18.4,49.0,0.0266,0.161,0.0432,0.24,0.75,3.15
1.8,2.14,26.4,42.9,0.0231,0.145,0.0535,0.144,0.166,1.52
1.24,1.82,24.8,36.4,0.037,0.173,0.0385,0.102,0.728,3.08
2.12,2.45,13.6,20.3,0.02,0.0954,0.0196,0.0481,0.121,1.21
1.36,1.69,17.0,30.5,0.0163,0.11,0.0293,0.0599,0.253,1.31
1.12,1.36,10.8,13.7,0.00832,0.0982,0.0321,0.0607,0.093,0.99
1.37,2.61,11.6,22.6,0.0717,0.117,0.0314,0.0615,0.21,1.63
1.33,2.11,11.8,21.7,0.0838,0.166,0.0304,0.08,0.0749,0.572
1.24,1.8,18.2,27.4,0.0154,0.0985,0.039,0.102,0.333,1.91
1.6,2.26,24.8,52.9,0.0133,0.169,0.0462,0.284,0.3,1.84
1.39,1.68,27.8,34.8,0.011,0.111,0.0353,0.0737,0.0841,1.0
1.74,2.25,30.2,51.4,0.157,0.456,0.0349,0.0714,0.229,1.26
1.07,1.38,21.3,50.4,0.0345,0.115,0.049,0.26,0.363,3.07
1.88,2.28,16.8,48.2,0.061,0.332,0.0252,0.0988,0.17,3.12
2.06,2.59,23.2,29.9,0.0299,0.0964,0.0327,0.0816,0.297,1.24
1.44,2.09,28.1,53.6,0.0247,0.165,0.0559,0.256,0.271,1.74
2.09,2.66,13.9,24.6,0.0285,0.0915,0.0195,0.0449,0.107,1.5
1.35,1.63,19.2,23.6,0.0134,0.118,0.0307,0.0627,0.0722,0.695
1.36,2.18,27.1,52.7,0.014,0.166,0.0519,0.285,0.308,1.93
1.05,1.72,8.61,45.1,0.0856,0.408,0.0317,0.131,0.245,3.34
1.33,2.34,24.1,45.8,0.0343,0.112,0.0457,0.123,0.605,4.02
1.35,2.26,21.6,52.4,0.0136,0.169,0.0509,0.304,0.376,2.01
1.56,1.75,19.0,24.7,0.0146,0.129,0.0437,0.0863,0.128,0.71
1.22,1.51,31.3,50.6,0.0138,0.154,0.0435,0.088,0.108,1.62
1.2,1.61,21.2,30.0,0.0187,0.114,0.0379,0.081,0.28,1.64
1.34,1.74,17.6,23.6,0.017,0.139,0.0297,0.0695,0.219,1.41
1.06,1.23,10.3,13.0,0.00982,0.1,0.0299,0.0563,0.0309,0.339
1.66,2.11,11.3,16.1,0.0192,0.0915,0.0381,0.101,0.0905,1.19
1.21,1.66,14.7,19.5,0.0231,0.121,0.0307,0.0782,0.147,0.921
1.19,1.5,16.5,25.0,0.0201,0.123,0.0354,0.0803,0.188,1.43
1.68,2.14,14.3,19.4,0.037,0.102,0.0198,0.0813,0.239,1.62
1.69,2.04,32.2,42.5,0.0148,0.163,0.0354,0.0727,0.0289,0.763
1.71,2.1,28.7,50.1,0.0174,0.181,0.032,0.0687,0.0544,0.866
1.2,1.56,27.1,45.6,0.0359,0.187,0.0441,0.0921,0.572,4.02
1.34,1.68,29.3,63.3,0.0196,0.162,0.0417,0.0977,0.238,1.49
1.7,2.1,23.5,35.7,0.0188,0.122,0.0302,0.0805,0.245,3.11
1.46,1.96,23.2,33.4,0.0141,0.123,0.0394,0.261,0.066,0.681
1.32,1.67,36.3,56.2,0.0248,0.118,0.046,0.105,0.711,3.18
1.35,1.73,21.8,28.3,0.039,0.121,0.0363,0.0863,0.151,0.981
1.35,1.62,40.2,61.8,0.084,0.186,0.0753,0.272,0.235,2.5
1.28,1.57,30.0,42.9,0.0217,0.122,0.0389,0.0835,0.554,2.41
1.21,1.43,26.4,48.0,0.0242,0.12,0.0437,0.103,0.0566,0.674
1.05,1.74,21.7,40.6,0.0428,0.165,0.0483,0.104,0.0906,0.991
1.65,1.99,28.5,45.3,0.0243,0.123,0.0367,0.0826,0.0546,0.8
1.33,1.81,22.0,29.7,0.0118,0.128,0.0334,0.0701,0.393,1.43
1.34,1.73,11.6,23.0,0.0422,0.121,0.0231,0.0525,0.199,1.22
1.94,2.15,18.8,23.5,0.00855,0.105,0.0254,0.0524,0.0639,0.8
1.08,1.5,17.7,28.4,0.0141,0.0998,0.0388,0.0912,0.341,2.33
1.73,1.85,25.4,29.8,0.00988,0.114,0.0323,0.0613,0.12,0.945
1.3,1.95,23.9,33.8,0.0159,0.119,0.0364,0.09,0.667,2.37
1.22,1.61,29.4,45.9,0.0129,0.132,0.0416,0.0831,1.19,6.58
1.82,2.54,14.9,26.1,0.0151,0.104,0.0261,0.0697,0.35,2.51
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.54,1.73,27.8,38.8,0.022,0.155,0.0366,0.116,0.279,1.91
1.36,1.69,16.3,27.0,0.0296,0.106,0.0298,0.0838,0.198,1.22
1.51,2.07,20.5,25.6,0.0119,0.112,0.0325,0.0772,0.137,1.18
1.73,2.07,24.4,36.5,0.0243,0.119,0.0317,0.0589,0.501,2.08
1.8,2.0,27.0,39.3,0.02,0.169,0.0305,0.0995,0.427,2.79
1.07,1.55,8.34,14.3,0.0139,0.0799,0.0308,0.0605,0.105,0.514
1.43,1.71,22.6,32.0,0.0107,0.119,0.0366,0.0905,0.12,2.92
1.47,1.79,20.5,35.5,0.0141,0.116,0.0357,0.0731,0.0992,2.87
1.65,2.22,8.54,11.8,0.011,0.0824,0.0199,0.0621,0.129,0.843
1.29,2.09,20.9,34.3,0.0125,0.128,0.0349,0.107,0.252,2.49
1.37,1.71,39.8,54.5,0.0132,0.166,0.0467,0.204,0.199,1.73
1.03,1.63,11.7,48.5,0.0135,0.0803,0.0396,0.179,0.444,3.22
2.06,2.57,15.6,19.7,0.0124,0.0892,0.0204,0.0499,0.119,1.14
1.32,1.77,23.8,32.9,0.012,0.133,0.0333,0.0638,0.343,1.37
2.11,2.95,28.5,45.2,0.0207,0.146,0.037,0.0846,0.291,1.67
1.09,1.63,23.7,43.5,0.0154,0.134,0.0434,0.0984,0.185,1.05
1.77,1.95,27.8,32.5,0.0109,0.125,0.0307,0.0583,0.0585,1.16
1.35,1.52,18.8,26.7,0.0138,0.119,0.0332,0.0941,0.114,1.74
1.2,1.43,24.6,47.2,0.0145,0.137,0.0409,0.0868,0.341,3.34
1.22,1.71,20.3,45.1,0.0113,0.109,0.036,0.0892,0.86,6.52
1.29,1.85,10.7,18.8,0.0238,0.0827,0.0235,0.057,0.27,1.45
1.73,2.28,27.8,35.9,0.013,0.14,0.0344,0.0809,0.284,2.36
1.45,2.0,13.4,25.4,0.0167,0.107,0.0279,0.0811,0.331,2.53
1.39,1.69,24.2,41.7,0.0485,0.141,0.0381,0.0812,0.116,0.92
1.29,1.59,26.1,50.6,0.0152,0.113,0.0401,0.0949,0.178,1.76
1.3,1.63,24.4,34.4,0.12,0.233,0.0396,0.0848,0.639,2.77
1.22,1.96,13.3,30.2,0.016,0.121,0.0295,0.0751,0.328,2.33
1.66,2.06,12.1,19.1,0.0416,0.118,0.0259,0.0543,0.103,0.537
1.66,1.93,14.6,19.8,0.0172,0.0875,0.0231,0.0494,0.139,1.16
1.77,2.14,18.9,29.2,0.0384,0.113,0.0286,0.151,0.271,2.24
1.63,2.07,20.0,36.5,0.0149,0.107,0.0322,0.128,0.265,3.72
1.58,2.07,30.6,59.0,0.0645,0.186,0.0408,0.0956,0.221,2.15
1.3,1.83,10.6,21.8,0.0148,0.0929,0.0263,0.0655,0.314,2.27
1.17,1.65,18.1,32.1,0.0134,0.104,0.0425,0.0945,0.299,2.0
1.66,2.15,29.0,44.4,0.0266,0.144,0.0394,0.106,0.357,2.42
1.6,2.65,15.8,29.1,0.0556,0.182,0.0849,0.525,0.27,1.84
1.5,2.07,20.6,29.9,0.0205,0.127,0.0302,0.0846,0.209,2.46
1.43,2.14,22.0,35.2,0.0487,0.142,0.0803,0.418,0.679,3.27
1.38,1.91,25.3,41.1,0.144,0.243,0.0365,0.233,0.279,3.18
1.63,2.1,28.0,57.5,0.0734,0.199,0.0389,0.0964,0.114,3.76
1.21,1.63,28.7,49.4,0.0164,0.167,0.0901,0.503,0.257,1.68
1.34,1.64,29.5,61.0,0.0394,0.12,0.0478,0.137,0.153,1.48
1.39,1.72,25.4,36.4,0.0167,0.13,0.0419,0.11,0.332,2.9
1.4,3.29,12.0,28.1,0.092,0.341,0.0263,0.0581,0.385,3.54
1.35,1.83,18.6,51.7,0.0286,0.117,0.0282,0.12,0.958,1.74
1.44,1.93,26.5,62.4,0.0479,0.148,0.0422,0.129,0.148,1.2
1.43,1.91,19.0,35.2,0.0361,0.141,0.0355,0.297,0.375,3.35
1.32,1.52,12.8,20.4,0.0172,0.117,0.0282,0.0821,0.262,1.37
0.717,1.04,26.9,39.2,0.0163,0.161,0.0604,0.136,0.199,1.21
1.3,1.74,25.0,38.2,0.0257,0.142,0.0395,0.13,0.815,2.8
1.51,2.56,20.4,51.8,0.0543,0.17,0.0313,0.12,0.932,1.71
1.61,1.84,25.8,54.1,0.0236,0.136,0.0521,0.177,0.731,1.14
0.965,2.61,30.8,55.4,0.114,0.421,0.059,0.136,0.39,3.6
1.71,2.31,16.1,22.9,0.0145,0.0975,0.0247,0.0518,0.172,0.958
1.2,1.55,16.6,25.6,0.0189,0.118,0.0365,0.115,0.168,1.58
1.61,1.87,35.4,54.6,0.0164,0.145,0.0405,0.0827,0.102,1.36
1.58,2.87,21.6,42.0,0.034,0.12,0.0423,0.292,0.123,2.62
1.25,1.53,28.6,37.2,0.0214,0.12,0.0393,0.0988,0.476,2.36
1.31,1.6,25.1,32.1,0.0222,0.149,0.0391,0.0902,0.236,1.74
2.04,3.07,14.3,23.4,0.0198,0.0853,0.0201,0.048,0.458,1.86
1.41,2.34,36.1,83.9,0.0272,0.193,0.0491,0.345,0.57,3.78
1.85,2.68,20.9,29.3,0.0101,0.107,0.0318,0.0694,0.422,2.69
1.35,1.6,31.1,46.7,0.0751,0.168,0.0638,0.244,0.0705,1.29
1.53,2.03,18.5,27.1,0.0355,0.114,0.0299,0.0576,0.177,2.05
1.43,2.74,21.4,42.3,0.035,0.143,0.0447,0.272,0.241,2.47
1.31,1.55,32.8,43.6,0.0413,0.224,0.0706,0.156,0.0376,0.62
1.62,1.86,19.8,25.2,0.015,0.13,0.0281,0.0681,0.34,1.48
1.36,1.8,23.8,32.4,0.0144,0.125,0.0326,0.061,0.491,1.69
1.54,1.87,10.4,15.5,0.239,0.435,0.0328,0.0739,0.109,0.92
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.25,1.53,28.6,37.2,0.0214,0.12,0.0393,0.0988,0.476,2.36
1.78,2.12,20.1,28.8,0.0153,0.114,0.0321,0.0901,0.237,0.866
1.29,1.77,24.0,33.7,0.0151,0.138,0.0429,0.179,0.296,2.3
1.52,1.85,19.8,31.5,0.00963,0.108,0.0286,0.0802,0.224,1.33
1.32,1.79,21.2,28.6,0.0119,0.13,0.0365,0.0899,0.104,0.91
1.17,1.61,20.7,29.3,0.0115,0.115,0.0383,0.0821,0.264,1.63
1.39,1.87,10.9,16.3,0.0116,0.087,0.0223,0.047,0.189,0.862
1.25,2.01,21.9,30.7,0.0111,0.112,0.0354,0.0746,0.232,1.81
1.69,2.4,10.2,13.8,0.00956,0.093,0.0219,0.0473,0.131,0.824
1.12,1.35,26.0,37.6,0.0181,0.139,0.0512,0.111,0.134,0.911
1.21,1.43,26.4,48.0,0.0242,0.12,0.0437,0.103,0.0566,0.674
1.59,1.82,25.6,40.5,0.011,0.107,0.0342,0.0689,0.101,0.957
1.42,1.59,22.1,29.4,0.0137,0.12,0.0349,0.0672,0.154,1.25
1.35,1.9,26.0,40.0,0.0417,0.134,0.0388,0.0739,0.196,1.68
1.4,1.89,21.4,40.5,0.0393,0.135,0.0366,0.266,0.338,3.31
1.44,1.92,19.4,36.7,0.0506,0.155,0.035,0.297,0.379,3.35
2.22,3.09,14.4,28.0,0.0166,0.123,0.0233,0.0647,0.29,1.6
1.42,1.77,19.2,38.4,0.0139,0.149,0.0286,0.0662,0.275,0.998
1.47,1.8,30.7,59.1,0.0159,0.16,0.0381,0.142,0.194,1.45
1.23,1.43,30.4,41.0,0.0157,0.158,0.0416,0.0957,0.343,2.93
1.2,1.7,29.4,46.6,0.0272,0.166,0.0502,0.127,0.0739,0.693
1.25,1.81,39.9,69.0,0.0142,0.16,0.0468,0.116,1.02,7.56
1.21,1.76,17.4,28.9,0.0151,0.113,0.0327,0.0735,0.412,3.32
1.31,1.49,14.8,19.3,0.01,0.107,0.0294,0.0649,0.191,1.22
1.43,1.51,29.4,33.4,0.0117,0.149,0.0456,0.0807,0.284,0.878
1.27,1.57,8.47,15.4,0.0104,0.0827,0.0223,0.0473,0.227,1.73
1.67,2.26,27.6,53.0,0.0352,0.144,0.0452,0.161,0.369,2.87
1.29,2.09,20.9,34.3,0.0125,0.128,0.0349,0.107,0.252,2.49
1.28,1.71,29.3,42.2,0.0276,0.178,0.039,0.133,0.42,1.67
1.38,2.65,22.6,44.2,0.0582,0.192,0.041,0.131,0.528,3.94
2.15,2.65,28.6,45.3,0.0186,0.13,0.0367,0.111,0.267,1.96
2.05,2.33,10.6,13.9,0.0105,0.0722,0.0227,0.054,0.189,1.27
1.3,1.55,24.0,34.3,0.015,0.148,0.0427,0.0813,0.297,2.3
1.34,1.65,26.5,39.7,0.03,0.114,0.0348,0.0767,1.12,3.02
0.99,1.79,15.2,30.4,0.0113,0.123,0.0419,0.0986,0.277,1.25
1.82,2.27,23.5,33.3,0.0147,0.117,0.0294,0.0549,0.165,1.59
