participant,soundscape,masker,stimulus_index,time_taken,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00291,R0027_segment_binaural_44100_1.wav,bird_00006.wav,27,46.942,1.81,2.39,7.32,13.3,0.022,0.0639,0.0168,0.0461,0.118,1.69
ARAUS_00314,R0039_segment_binaural_44100_2.wav,silence_00004.wav,9,48.365,1.01,1.37,8.06,11.2,0.0109,0.0724,0.0246,0.0528,0.092,0.712
ARAUS_00314,R0039_segment_binaural_44100_2.wav,traffic_00035.wav,29,40.101,1.09,1.38,11.4,18.4,0.0101,0.0961,0.0263,0.0562,0.156,1.14
ARAUS_00315,R0038_segment_binaural_44100_1.wav,silence_00005.wav,11,38.349,1.24,1.58,12.9,16.9,0.00826,0.105,0.0283,0.0513,0.0497,0.863
ARAUS_00318,R0051_segment_binaural_44100_2.wav,water_00075.wav,14,47.313,1.89,2.29,5.2,11.1,0.0225,0.0792,0.0244,0.101,0.0412,0.369
ARAUS_00319,R0039_segment_binaural_44100_1.wav,traffic_00018.wav,13,67.406,1.19,1.65,11.0,20.2,0.00836,0.0836,0.0274,0.0839,0.0971,1.19
ARAUS_00323,R0057_segment_binaural_44100_2.wav,bird_00012.wav,6,150.106,1.68,2.04,12.7,18.4,0.0209,0.0845,0.0188,0.0747,0.0854,1.54
ARAUS_00327,R0025_segment_binaural_44100_2.wav,silence_00002.wav,3,65.759,1.6,2.5,7.77,11.1,0.0162,0.0734,0.0167,0.0365,0.0378,0.377
ARAUS_00330,R0038_segment_binaural_44100_2.wav,bird_00036.wav,40,41.399,1.35,2.23,15.9,26.2,0.0181,0.091,0.0303,0.0605,0.0954,0.91
ARAUS_00334,R0003_segment_binaural_44100_1.wav,wind_00008.wav,20,42.615,1.12,1.48,10.9,16.0,0.0102,0.097,0.0288,0.0622,0.0502,0.741
ARAUS_00348,R0057_segment_binaural_44100_1.wav,silence_00003.wav,19,33.905,1.77,1.96,12.2,17.4,0.0142,0.0881,0.0171,0.0357,0.0424,0.343
ARAUS_00348,R0120_segment_binaural_44100_2.wav,water_00001.wav,38,35.504,1.38,1.6,10.6,14.0,0.00712,0.0809,0.0274,0.0733,0.0238,0.344
ARAUS_00349,R0022_segment_binaural_44100_2.wav,silence_00004.wav,7,43.479,1.94,2.29,10.6,14.5,0.00712,0.085,0.0176,0.0332,0.03,0.941
ARAUS_00356,R0079_segment_binaural_44100_1.wav,water_00007.wav,41,39.0,1.78,2.03,16.2,21.2,0.0225,0.112,0.0327,0.0698,0.0375,0.558
ARAUS_00362,R0026_segment_binaural_44100_1.wav,silence_00002.wav,38,55.733,1.63,2.15,11.6,15.7,0.0188,0.091,0.0236,0.0919,0.336,1.87
ARAUS_00380,R0058_segment_binaural_44100_2.wav,water_00065.wav,10,70.628,1.56,1.96,17.7,22.9,0.0125,0.0759,0.026,0.0535,0.142,1.3
ARAUS_00393,R0045_segment_binaural_44100_1.wav,construction_00016.wav,2,66.46,1.17,1.71,12.4,26.2,0.0212,0.169,0.0256,0.0562,0.407,1.07
ARAUS_00395,R0119_segment_binaural_44100_2.wav,bird_00054.wav,37,55.712,1.35,2.02,10.8,21.3,0.0556,0.122,0.0271,0.0626,0.189,1.43
ARAUS_00398,R0132_segment_binaural_44100_2.wav,water_00006.wav,32,57.165,1.83,2.17,12.1,17.4,0.0117,0.121,0.0213,0.0472,0.037,0.385
ARAUS_00399,R0097_segment_binaural_44100_2.wav,water_00012.wav,10,49.583,1.29,1.6,13.2,16.2,0.0098,0.105,0.0275,0.0592,0.0432,0.34
ARAUS_00401,R0048_segment_binaural_44100_1.wav,traffic_00017.wav,3,82.428,1.23,1.56,14.5,23.7,0.0104,0.103,0.0296,0.0815,0.135,1.08
ARAUS_00404,R0013_segment_binaural_44100_1.wav,wind_00008.wav,43,45.208,1.11,1.46,15.6,22.1,0.0111,0.0997,0.0337,0.0783,0.166,0.932
ARAUS_00405,R0130_segment_binaural_44100_1.wav,bird_00045.wav,3,51.323,1.28,1.78,12.1,24.8,0.02,0.0929,0.0291,0.133,0.175,1.51
ARAUS_00416,R0027_segment_binaural_44100_1.wav,water_00078.wav,24,55.499,2.02,2.19,10.7,12.3,0.00729,0.0727,0.0199,0.0396,0.0148,0.199
ARAUS_00417,R0052_segment_binaural_44100_2.wav,water_00018.wav,20,89.356,1.28,1.55,10.3,14.8,0.0135,0.0954,0.0259,0.0503,0.0997,1.33
ARAUS_00426,R0116_segment_binaural_44100_1.wav,bird_00019.wav,44,54.359,1.23,2.18,19.3,32.5,0.019,0.105,0.0395,0.214,0.149,1.26
ARAUS_00451,R0048_segment_binaural_44100_2.wav,bird_00025.wav,15,43.72,1.18,1.65,12.4,18.6,0.0136,0.108,0.0252,0.0522,0.155,1.36
ARAUS_00451,R0048_segment_binaural_44100_1.wav,bird_00014.wav,34,49.247,1.31,2.74,13.3,27.1,0.0234,0.0998,0.033,0.223,0.259,1.82
ARAUS_00454,R0043_segment_binaural_44100_1.wav,silence_00004.wav,21,62.648,1.12,1.37,12.3,14.3,0.00812,0.0976,0.0298,0.0616,0.0435,0.426
ARAUS_00462,R0044_segment_binaural_44100_2.wav,traffic_00023.wav,23,72.592,1.23,2.0,15.5,24.4,0.0112,0.103,0.0324,0.0753,0.0824,0.762
ARAUS_00464,R0043_segment_binaural_44100_2.wav,wind_00028.wav,36,54.016,1.68,1.92,15.3,24.5,0.0121,0.105,0.0265,0.0665,0.0313,0.326
ARAUS_00470,R0038_segment_binaural_44100_1.wav,bird_00017.wav,39,46.094,1.31,2.13,13.9,23.0,0.0396,0.128,0.0283,0.0544,0.142,1.3
ARAUS_00474,R0043_segment_binaural_44100_1.wav,bird_00004.wav,32,57.957,1.14,1.38,12.5,16.2,0.0162,0.101,0.0296,0.0568,0.0557,0.426
ARAUS_00477,R0001_segment_binaural_44100_2.wav,bird_00002.wav,15,54.713,1.8,2.25,15.8,22.1,0.0158,0.0809,0.0224,0.0552,0.393,2.51
ARAUS_00477,R0106_segment_binaural_44100_1.wav,construction_00040.wav,28,49.125,1.29,2.04,10.3,15.1,0.0117,0.0866,0.0275,0.0626,0.258,1.5
ARAUS_00477,R0107_segment_binaural_44100_2.wav,wind_00013.wav,31,53.423,1.35,1.68,13.1,19.3,0.0134,0.12,0.0276,0.0563,0.0301,0.418
ARAUS_00492,R0044_segment_binaural_44100_2.wav,silence_00002.wav,22,41.852,1.23,2.04,13.9,23.5,0.0124,0.102,0.0312,0.0746,0.0695,0.745
ARAUS_00503,R0132_segment_binaural_44100_2.wav,silence_00003.wav,19,48.631,1.03,1.3,7.72,11.6,0.0131,0.11,0.0255,0.0584,0.0911,0.679
ARAUS_00503,R0034_segment_binaural_44100_2.wav,wind_00023.wav,22,53.287,1.19,1.64,8.16,12.6,0.00992,0.0819,0.0223,0.0767,0.0734,0.898
ARAUS_00505,R0062_segment_binaural_44100_2.wav,water_00003.wav,16,60.688,1.76,1.95,19.3,26.1,0.0147,0.121,0.0289,0.0621,0.0659,0.842
ARAUS_00505,R0038_segment_binaural_44100_2.wav,bird_00054.wav,22,48.671,1.39,2.11,16.8,30.3,0.0596,0.131,0.0299,0.0837,0.209,1.75
ARAUS_00506,R0005_segment_binaural_44100_1.wav,water_00031.wav,5,56.113,1.22,1.53,7.52,11.7,0.00689,0.0853,0.0225,0.0646,0.0991,0.483
ARAUS_00506,R0126_segment_binaural_44100_1.wav,wind_00038.wav,30,59.125,1.27,1.49,8.94,13.6,0.00652,0.0718,0.0252,0.0466,0.0173,0.231
ARAUS_00509,R0039_segment_binaural_44100_2.wav,wind_00012.wav,40,68.087,1.21,1.45,10.4,13.6,0.00912,0.0813,0.0273,0.0549,0.0532,0.524
ARAUS_00513,R0009_segment_binaural_44100_2.wav,water_00004.wav,3,72.422,1.42,1.73,18.9,30.3,0.0107,0.12,0.032,0.0659,0.03,0.473
ARAUS_00523,R0032_segment_binaural_44100_1.wav,bird_00003.wav,2,56.352,1.27,2.32,13.5,23.7,0.0333,0.095,0.0301,0.0712,0.356,2.13
ARAUS_00528,R0051_segment_binaural_44100_2.wav,silence_00003.wav,23,48.184,1.62,2.22,4.13,10.6,0.028,0.109,0.0137,0.112,0.0709,0.715
ARAUS_00540,R0036_segment_binaural_44100_2.wav,bird_00080.wav,10,89.241,1.26,1.73,21.0,32.5,0.0413,0.167,0.0367,0.0738,0.173,1.87
ARAUS_00554,R0043_segment_binaural_44100_1.wav,silence_00004.wav,37,49.865,1.12,1.37,12.3,14.3,0.00812,0.0976,0.0298,0.0616,0.0435,0.426
ARAUS_00560,R0030_segment_binaural_44100_1.wav,bird_00027.wav,4,56.136,1.14,2.2,9.95,17.1,0.014,0.0838,0.0285,0.0619,0.287,1.63
ARAUS_00560,R0128_segment_binaural_44100_1.wav,water_00072.wav,11,66.761,1.63,2.36,9.47,21.1,0.0548,0.12,0.0333,0.0907,0.082,0.537
ARAUS_00587,R0133_segment_binaural_44100_1.wav,water_00030.wav,7,50.993,1.17,1.62,16.7,22.9,0.00986,0.0975,0.0347,0.0651,0.381,2.83
ARAUS_00587,R0026_segment_binaural_44100_2.wav,silence_00002.wav,23,47.248,1.58,2.17,11.1,15.9,0.0191,0.155,0.0258,0.101,0.312,1.4
ARAUS_00587,R0052_segment_binaural_44100_1.wav,silence_00002.wav,24,44.679,1.07,1.88,6.54,10.7,0.0114,0.0541,0.0337,0.0964,0.387,1.47
ARAUS_00590,R0007_segment_binaural_44100_1.wav,construction_00003.wav,33,50.457,1.14,1.72,7.3,11.7,0.0208,0.0988,0.0252,0.167,0.33,1.37
ARAUS_10001,R1007_segment_binaural_44100.wav,water_10001.wav,14,46.006,1.59,1.92,6.85,10.7,0.00796,0.0742,0.0206,0.0951,0.0151,0.181
ARAUS_00614,R0013_segment_binaural_44100_1.wav,silence_00004.wav,3,51.516,1.12,1.53,14.6,21.4,0.0117,0.0948,0.0319,0.0747,0.238,1.12
ARAUS_00619,R0097_segment_binaural_44100_2.wav,silence_00004.wav,27,43.07,1.24,1.61,12.5,15.6,0.0107,0.106,0.0308,0.0692,0.0594,0.403
ARAUS_00619,R0003_segment_binaural_44100_2.wav,silence_00004.wav,35,43.414,1.18,1.41,7.57,12.5,0.00707,0.0799,0.0233,0.0518,0.0691,0.743
ARAUS_00624,R0013_segment_binaural_44100_1.wav,bird_00070.wav,4,57.015,1.13,1.53,15.3,21.8,0.0197,0.0948,0.0306,0.0748,0.451,2.05
ARAUS_00624,R0003_segment_binaural_44100_1.wav,bird_00023.wav,16,67.458,1.26,2.59,9.62,22.3,0.0354,0.117,0.0258,0.0649,0.192,2.03
ARAUS_00624,R0004_segment_binaural_44100_2.wav,water_00038.wav,34,48.143,1.88,2.38,19.2,23.4,0.0149,0.124,0.0255,0.0569,0.103,1.03
ARAUS_00641,R0129_segment_binaural_44100_1.wav,wind_00027.wav,37,44.511,1.13,1.52,8.73,13.2,0.00724,0.0881,0.0258,0.0514,0.0165,0.332
ARAUS_00658,R0085_segment_binaural_44100_1.wav,construction_00016.wav,16,58.991,1.25,1.63,24.9,37.2,0.0142,0.133,0.0389,0.1,0.413,4.68
ARAUS_00659,R0039_segment_binaural_44100_1.wav,construction_00007.wav,2,79.601,1.15,1.65,9.19,12.7,0.00972,0.0805,0.0252,0.0503,0.123,1.25
ARAUS_00666,R0080_segment_binaural_44100_2.wav,water_00066.wav,2,59.934,1.55,1.91,11.0,21.6,0.0182,0.0916,0.0263,0.165,0.084,0.962
ARAUS_00669,R0003_segment_binaural_44100_2.wav,traffic_00038.wav,35,95.36,1.22,1.63,8.32,12.7,0.00718,0.0809,0.0229,0.0518,0.0582,0.731
ARAUS_00673,R0024_segment_binaural_44100_2.wav,bird_00012.wav,32,49.247,2.44,3.28,9.98,15.9,0.0484,0.103,0.0645,0.127,0.223,1.03
ARAUS_00673,R0094_segment_binaural_44100_1.wav,wind_00022.wav,35,65.583,1.7,2.03,24.9,35.4,0.0115,0.148,0.0335,0.0688,0.0526,2.73
ARAUS_20011,S0039_1min_SQobold_bin_44100_1.wav,silence_20001.wav,32,65.0,1.37,1.78,6.8,11.2,0.00618,0.0651,0.0196,0.042,0.108,0.898
ARAUS_20026,S0035_1min_SQobold_bin_44100_2.wav,traffic_20012.wav,33,58.176,1.5,1.78,9.48,19.1,0.0074,0.0662,0.0217,0.0465,0.154,1.12
ARAUS_20027,S0052_1min_SQobold_bin_44100_2.wav,water_20010.wav,38,51.454,1.8,2.14,24.8,44.2,0.0399,0.206,0.0477,0.114,0.13,3.71
ARAUS_20045,S0032_1min_SQobold_bin_44100_1.wav,silence_20001.wav,18,56.719,1.72,2.23,8.63,10.6,0.00811,0.0828,0.0196,0.0367,0.0605,0.406
ARAUS_20052,S0035_1min_SQobold_bin_44100_2.wav,bird_20031.wav,19,58.026,1.61,1.87,6.59,8.95,0.0187,0.0552,0.0214,0.0905,0.225,1.07
ARAUS_20058,S0035_1min_SQobold_bin_44100_2.wav,silence_20002.wav,19,45.59,1.62,1.87,6.39,8.17,0.00527,0.0671,0.022,0.0926,0.162,0.606
ARAUS_00008,R0104_segment_binaural_44100_1.wav,water_00033.wav,10,58.129,1.39,1.63,11.6,16.1,0.0134,0.0979,0.03,0.0671,0.12,0.981
ARAUS_00009,R0113_segment_binaural_44100_1.wav,bird_00074.wav,36,37.962,1.37,2.99,7.9,19.4,0.0332,0.103,0.0327,0.153,0.316,2.33
ARAUS_00021,R0122_segment_binaural_44100_2.wav,bird_00019.wav,38,36.926,1.03,1.78,9.8,16.3,0.022,0.0887,0.0285,0.0608,0.407,2.35
ARAUS_00026,R0092_segment_binaural_44100_1.wav,silence_00001.wav,23,58.838,1.24,2.01,17.0,21.0,0.0126,0.118,0.0356,0.0762,0.107,0.906
ARAUS_00030,R0036_segment_binaural_44100_1.wav,bird_00036.wav,37,44.832,1.27,2.12,20.5,43.3,0.0193,0.113,0.0366,0.0696,0.161,2.03
ARAUS_00033,R0051_segment_binaural_44100_2.wav,silence_00003.wav,22,35.803,1.62,2.22,4.13,10.6,0.028,0.109,0.0137,0.112,0.0709,0.715
ARAUS_00033,R0012_segment_binaural_44100_2.wav,water_00033.wav,33,103.455,1.37,1.58,17.2,21.2,0.0108,0.113,0.0305,0.073,0.22,1.11
ARAUS_00037,R0025_segment_binaural_44100_1.wav,silence_00002.wav,3,68.783,1.9,2.52,7.06,9.71,0.0131,0.121,0.0152,0.0578,0.0511,0.297
ARAUS_00037,R0107_segment_binaural_44100_2.wav,construction_00013.wav,10,51.071,1.49,1.82,9.94,14.9,0.016,0.0951,0.0216,0.0509,0.0821,0.758
ARAUS_00037,R0052_segment_binaural_44100_1.wav,traffic_00023.wav,36,73.846,1.11,1.8,7.82,12.3,0.0101,0.0585,0.0304,0.0801,0.303,1.44
ARAUS_00047,R0053_segment_binaural_44100_2.wav,bird_00052.wav,35,35.142,1.37,1.7,14.2,21.1,0.0163,0.106,0.0323,0.0837,0.214,1.91
ARAUS_00048,R0041_segment_binaural_44100_2.wav,water_00015.wav,2,77.86,1.69,1.98,24.8,31.7,0.0189,0.132,0.0324,0.0624,0.165,1.28
ARAUS_00058,R0029_segment_binaural_44100_1.wav,water_00001.wav,33,40.65,1.9,2.08,26.0,52.1,0.0146,0.0695,0.0444,0.175,0.267,2.9
ARAUS_00058,R0085_segment_binaural_44100_1.wav,traffic_00032.wav,37,42.53,1.25,1.55,24.9,34.9,0.0139,0.142,0.0384,0.0924,0.576,4.75
ARAUS_00068,R0029_segment_binaural_44100_1.wav,traffic_00025.wav,2,54.032,1.22,1.62,20.0,52.5,0.0134,0.0683,0.0447,0.179,0.347,3.16
ARAUS_00068,R0059_segment_binaural_44100_2.wav,silence_00003.wav,3,42.879,1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
ARAUS_00068,R0094_segment_binaural_44100_2.wav,water_00059.wav,29,40.616,1.52,1.76,19.1,24.3,0.0113,0.118,0.0309,0.0616,0.0495,0.95
ARAUS_00093,R0057_segment_binaural_44100_2.wav,wind_00001.wav,5,43.584,1.76,2.89,14.3,25.5,0.0222,0.0802,0.0283,0.192,0.0948,1.82
ARAUS_00093,R0063_segment_binaural_44100_2.wav,water_00025.wav,7,62.221,2.14,2.54,20.0,24.2,0.0082,0.102,0.0236,0.0543,0.119,1.2
ARAUS_00100,R0030_segment_binaural_44100_1.wav,wind_00005.wav,30,50.463,1.07,1.25,12.3,17.2,0.00928,0.102,0.0308,0.0633,0.226,1.56
ARAUS_00104,R0013_segment_binaural_44100_2.wav,silence_00004.wav,29,43.775,1.07,1.38,14.5,20.6,0.0149,0.174,0.0308,0.0846,0.315,1.45
ARAUS_00104,R0043_segment_binaural_44100_2.wav,bird_00077.wav,34,45.416,1.17,1.51,13.5,23.9,0.0192,0.106,0.0312,0.0796,0.059,0.839
ARAUS_00104,R0022_segment_binaural_44100_1.wav,wind_00015.wav,39,43.023,1.9,2.06,14.7,23.2,0.00946,0.0916,0.0219,0.0606,0.0371,0.754
ARAUS_00113,R0034_segment_binaural_44100_1.wav,silence_00003.wav,37,56.424,1.0,1.81,6.36,13.6,0.0163,0.0723,0.023,0.0486,0.0992,1.06
ARAUS_00116,R0005_segment_binaural_44100_1.wav,wind_00027.wav,43,86.613,1.14,1.41,8.22,11.9,0.00713,0.0889,0.024,0.0531,0.076,0.484
ARAUS_00123,R0024_segment_binaural_44100_2.wav,construction_00030.wav,12,57.371,2.28,2.99,12.2,17.3,0.00699,0.0776,0.0609,0.122,0.208,0.809
ARAUS_00127,R0078_segment_binaural_44100_1.wav,traffic_00004.wav,3,55.433,1.6,1.75,31.0,58.1,0.0136,0.177,0.037,0.088,0.102,0.857
ARAUS_00127,R0078_segment_binaural_44100_1.wav,bird_00068.wav,14,63.803,1.74,2.05,26.1,39.4,0.0425,0.243,0.0319,0.0607,0.287,3.7
ARAUS_00127,R0001_segment_binaural_44100_2.wav,water_00073.wav,17,42.736,1.77,1.94,15.9,18.7,0.0103,0.0987,0.0265,0.0651,0.0375,0.406
ARAUS_00140,R0049_segment_binaural_44100_1.wav,bird_00061.wav,10,67.208,1.73,2.79,11.7,19.8,0.0236,0.0774,0.0208,0.0452,0.266,1.39
ARAUS_00147,R0082_segment_binaural_44100_2.wav,silence_00002.wav,26,86.099,0.988,1.32,8.41,13.4,0.00798,0.0808,0.0274,0.0508,0.173,0.944
ARAUS_00152,R0110_segment_binaural_44100_2.wav,traffic_00033.wav,43,40.095,1.09,1.3,12.3,17.7,0.00845,0.0877,0.0304,0.0604,0.168,1.73
ARAUS_00155,R0008_segment_binaural_44100_2.wav,traffic_00019.wav,31,47.616,1.03,1.46,10.3,14.3,0.00826,0.105,0.0288,0.0512,0.0251,0.274
ARAUS_00179,R0013_segment_binaural_44100_2.wav,traffic_00035.wav,22,61.864,1.09,1.35,16.0,21.7,0.0138,0.172,0.0314,0.0794,0.239,1.28
ARAUS_00179,R0039_segment_binaural_44100_1.wav,wind_00008.wav,35,56.71,1.05,1.5,11.1,13.5,0.0108,0.0974,0.0295,0.0685,0.0871,1.12
ARAUS_00195,R0128_segment_binaural_44100_1.wav,silence_00005.wav,18,67.998,1.22,1.59,7.72,21.0,0.0157,0.0782,0.0261,0.0975,0.0986,0.552
ARAUS_00201,R0048_segment_binaural_44100_1.wav,wind_00018.wav,6,38.328,1.42,1.71,13.6,18.4,0.00879,0.0988,0.026,0.0623,0.14,1.09
ARAUS_00201,R0018_segment_binaural_44100_1.wav,water_00034.wav,25,50.324,1.57,1.82,21.4,31.8,0.0105,0.103,0.0298,0.0676,0.214,1.31
ARAUS_00206,R0080_segment_binaural_44100_1.wav,silence_00001.wav,37,42.448,1.56,1.92,9.11,12.7,0.0089,0.0846,0.0221,0.0703,0.104,0.947
ARAUS_00207,R0123_segment_binaural_44100_2.wav,silence_00002.wav,29,60.197,1.06,1.36,14.8,36.7,0.013,0.146,0.0348,0.076,0.944,6.05
ARAUS_00207,R0133_segment_binaural_44100_1.wav,silence_00002.wav,43,66.986,0.981,1.17,15.0,18.7,0.00858,0.0986,0.0368,0.0644,0.431,2.99
ARAUS_00229,R0099_segment_binaural_44100_2.wav,bird_00007.wav,12,52.299,1.2,1.57,18.2,28.2,0.0533,0.131,0.0368,0.0732,0.0579,0.745
ARAUS_00229,R0054_segment_binaural_44100_1.wav,silence_00004.wav,22,53.839,1.26,1.75,10.9,18.2,0.0151,0.103,0.0223,0.124,0.398,2.08
ARAUS_00229,R0131_segment_binaural_44100_1.wav,silence_00004.wav,23,48.457,1.01,1.5,14.1,19.8,0.00926,0.0952,0.0442,0.158,0.156,1.1
ARAUS_00267,R0123_segment_binaural_44100_2.wav,water_00045.wav,17,54.543,1.41,1.79,17.2,36.9,0.012,0.145,0.0298,0.0762,0.877,6.04
ARAUS_00269,R0019_segment_binaural_44100_1.wav,traffic_00010.wav,28,58.568,1.3,1.55,12.4,17.9,0.00969,0.104,0.0245,0.0519,0.0943,0.966
ARAUS_00274,R0004_segment_binaural_44100_1.wav,wind_00006.wav,31,37.595,1.48,1.75,14.6,17.2,0.0115,0.111,0.0252,0.0636,0.182,0.724
ARAUS_00276,R0089_segment_binaural_44100_2.wav,silence_00001.wav,16,139.837,1.33,1.48,20.2,24.4,0.0126,0.12,0.0353,0.076,0.0918,0.801
ARAUS_00310,R0128_segment_binaural_44100_1.wav,water_00068.wav,42,39.144,1.61,1.96,10.2,21.6,0.0182,0.0831,0.0343,0.0772,0.0697,0.513
ARAUS_00355,R0128_segment_binaural_44100_1.wav,traffic_00001.wav,26,47.271,1.18,1.55,9.23,21.1,0.0206,0.0964,0.0311,0.135,0.0702,0.517
ARAUS_00377,R0040_segment_binaural_44100_1.wav,wind_00020.wav,6,51.344,1.63,1.97,21.3,27.5,0.00993,0.115,0.03,0.0647,0.0566,0.825
ARAUS_00391,R0124_segment_binaural_44100_2.wav,construction_00032.wav,31,77.655,2.24,2.9,10.4,17.8,0.0109,0.0763,0.0265,0.0747,0.193,0.898
ARAUS_00398,R0042_segment_binaural_44100_1.wav,water_00008.wav,12,61.721,1.56,1.84,19.6,26.6,0.0133,0.126,0.0287,0.0587,0.0683,0.929
ARAUS_00398,R0120_segment_binaural_44100_1.wav,wind_00023.wav,27,57.334,1.29,1.54,12.2,18.3,0.00895,0.107,0.0259,0.0626,0.0339,0.345
ARAUS_00399,R0050_segment_binaural_44100_1.wav,traffic_00038.wav,3,56.751,1.45,2.06,29.4,36.9,0.0143,0.139,0.041,0.126,0.202,1.7
ARAUS_00399,R0013_segment_binaural_44100_1.wav,construction_00006.wav,6,56.061,1.15,1.51,15.3,22.0,0.0111,0.0982,0.0306,0.0705,0.2,0.961
ARAUS_00399,R0097_segment_binaural_44100_1.wav,wind_00006.wav,21,57.167,1.51,1.75,15.1,18.2,0.00945,0.104,0.0256,0.0514,0.0304,0.29
ARAUS_00399,R0019_segment_binaural_44100_1.wav,traffic_00010.wav,27,45.703,1.3,1.53,11.9,16.2,0.00978,0.103,0.0237,0.0497,0.0999,0.997
ARAUS_00401,R0122_segment_binaural_44100_2.wav,traffic_00037.wav,5,70.085,1.22,1.57,14.1,22.2,0.0119,0.0919,0.0324,0.0826,0.276,2.27
ARAUS_00409,R0022_segment_binaural_44100_1.wav,silence_00004.wav,43,70.527,1.89,2.24,11.2,15.8,0.0103,0.0851,0.018,0.0423,0.0722,1.07
ARAUS_00433,R0032_segment_binaural_44100_1.wav,water_00006.wav,36,77.312,1.74,2.13,15.9,19.9,0.0106,0.126,0.0257,0.0553,0.0717,0.672
ARAUS_00450,R0090_segment_binaural_44100_2.wav,traffic_00040.wav,4,76.024,1.31,1.55,23.6,39.0,0.0169,0.118,0.0332,0.0929,0.263,1.86
ARAUS_00450,R0090_segment_binaural_44100_2.wav,bird_00016.wav,8,61.487,1.49,2.68,22.1,39.3,0.0295,0.119,0.0316,0.107,0.449,1.97
ARAUS_00450,R0035_segment_binaural_44100_2.wav,wind_00033.wav,30,60.071,1.82,2.01,20.7,27.5,0.0153,0.113,0.0264,0.0492,0.319,2.32
ARAUS_00450,R0035_segment_binaural_44100_2.wav,bird_00041.wav,38,47.519,1.19,1.96,16.9,26.9,0.0327,0.12,0.0345,0.0692,0.421,2.54
ARAUS_00450,R0108_segment_binaural_44100_2.wav,traffic_00040.wav,44,54.574,1.39,1.52,16.0,26.6,0.0152,0.113,0.0305,0.0682,0.116,1.17
ARAUS_00456,R0092_segment_binaural_44100_2.wav,wind_00026.wav,10,77.182,1.36,1.61,20.9,27.7,0.0125,0.133,0.0327,0.088,0.0894,1.53
ARAUS_00456,R0005_segment_binaural_44100_2.wav,traffic_00016.wav,20,52.793,1.07,1.24,10.6,14.3,0.00768,0.0892,0.0389,0.164,0.152,0.904
ARAUS_00456,R0048_segment_binaural_44100_1.wav,bird_00044.wav,33,63.039,1.2,1.39,12.8,16.4,0.0151,0.0975,0.0267,0.0585,0.181,1.15
ARAUS_00472,R0033_segment_binaural_44100_1.wav,silence_00002.wav,2,49.888,1.14,1.43,13.8,18.0,0.0102,0.108,0.0303,0.0636,0.217,1.38
ARAUS_00477,R0025_segment_binaural_44100_1.wav,construction_00029.wav,27,58.637,1.89,2.47,7.56,10.9,0.0172,0.103,0.0162,0.0509,0.0494,0.297
ARAUS_00487,R0106_segment_binaural_44100_1.wav,traffic_00004.wav,15,73.893,1.14,1.54,9.51,16.9,0.013,0.0984,0.0294,0.0594,0.0844,0.431
ARAUS_00487,R0025_segment_binaural_44100_2.wav,wind_00020.wav,26,59.216,1.73,2.3,9.91,12.7,0.013,0.0819,0.0202,0.043,0.0203,0.256
ARAUS_00487,R0053_segment_binaural_44100_1.wav,bird_00068.wav,34,99.477,1.47,1.71,19.7,31.7,0.0272,0.161,0.0316,0.0683,0.161,2.18
ARAUS_00487,R0006_segment_binaural_44100_2.wav,silence_00002.wav,41,58.695,1.09,1.32,12.7,15.8,0.00738,0.0877,0.0303,0.0712,0.294,1.03
ARAUS_00509,R0127_segment_binaural_44100_1.wav,wind_00028.wav,11,70.95,2.01,2.37,11.7,41.8,0.0175,0.135,0.0204,0.102,0.0637,0.622
ARAUS_00523,R0051_segment_binaural_44100_2.wav,traffic_00039.wav,20,49.216,2.07,2.61,5.5,11.4,0.0186,0.0649,0.0135,0.0793,0.0543,0.606
ARAUS_00523,R0051_segment_binaural_44100_2.wav,silence_00003.wav,38,48.446,1.62,2.22,4.13,10.6,0.028,0.109,0.0137,0.112,0.0709,0.715
ARAUS_00531,R0005_segment_binaural_44100_1.wav,water_00007.wav,44,54.496,1.55,1.85,9.31,14.3,0.0167,0.0949,0.0271,0.0594,0.0807,0.402
ARAUS_00533,R0059_segment_binaural_44100_2.wav,water_00010.wav,6,53.775,1.53,1.66,12.7,18.4,0.00848,0.0847,0.0252,0.0533,0.0763,0.421
ARAUS_00534,R0003_segment_binaural_44100_2.wav,silence_00004.wav,35,75.474,1.18,1.41,7.57,12.5,0.00707,0.0799,0.0233,0.0518,0.0691,0.743
ARAUS_00535,R0128_segment_binaural_44100_1.wav,construction_00003.wav,27,56.895,1.31,1.65,9.05,21.2,0.0134,0.0781,0.0236,0.0692,0.142,0.682
ARAUS_00573,R0029_segment_binaural_44100_1.wav,construction_00021.wav,44,72.047,1.05,1.56,22.8,55.1,0.0342,0.12,0.0505,0.17,0.438,2.75
ARAUS_10001,R1002_segment_binaural_44100.wav,bird_10002.wav,40,38.485,1.23,1.67,11.9,19.0,0.0138,0.0976,0.0274,0.118,0.0458,0.759
ARAUS_00655,R0008_segment_binaural_44100_1.wav,water_00003.wav,39,73.769,1.09,1.26,9.83,11.8,0.00754,0.094,0.0284,0.0513,0.0261,0.332
