participant,soundscape,masker,stimulus_index,time_taken,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00055,R0008_segment_binaural_44100_1.wav,bird_00075.wav,26,49.759,0.921,1.25,9.35,11.6,0.0363,0.107,0.0293,0.0536,0.068,1.05
ARAUS_00055,R0062_segment_binaural_44100_2.wav,silence_00005.wav,38,34.944,1.33,1.74,13.6,21.9,0.0244,0.103,0.0276,0.0521,0.159,1.52
ARAUS_00058,R0024_segment_binaural_44100_2.wav,bird_00057.wav,25,41.431,2.54,3.28,10.2,16.4,0.0166,0.0823,0.0661,0.13,0.219,0.776
ARAUS_00060,R0008_segment_binaural_44100_2.wav,wind_00024.wav,19,61.709,1.03,1.3,10.2,12.7,0.00804,0.104,0.0275,0.0512,0.0416,0.409
ARAUS_00061,R0079_segment_binaural_44100_1.wav,wind_00014.wav,32,53.095,1.68,1.96,13.3,15.9,0.00949,0.0995,0.0246,0.0895,0.0565,0.716
ARAUS_00073,R0032_segment_binaural_44100_1.wav,wind_00002.wav,3,76.936,1.86,1.97,18.4,21.5,0.00966,0.116,0.0253,0.0555,0.0486,0.469
ARAUS_00073,R0051_segment_binaural_44100_2.wav,wind_00019.wav,10,69.631,1.61,2.09,8.69,13.6,0.0129,0.0631,0.0199,0.0592,0.0308,0.355
ARAUS_00074,R0004_segment_binaural_44100_2.wav,silence_00004.wav,8,58.943,1.36,1.58,13.4,18.2,0.0221,0.105,0.0268,0.0486,0.215,1.54
ARAUS_00074,R0113_segment_binaural_44100_2.wav,water_00061.wav,10,62.975,1.38,1.61,8.11,11.3,0.013,0.0603,0.023,0.0488,0.0846,0.778
ARAUS_00074,R0019_segment_binaural_44100_1.wav,bird_00007.wav,21,62.33,1.33,1.7,12.1,19.6,0.0391,0.12,0.0238,0.0478,0.109,1.05
ARAUS_00074,R0022_segment_binaural_44100_1.wav,silence_00004.wav,25,64.166,1.89,2.24,11.2,15.8,0.0103,0.0851,0.018,0.0423,0.0722,1.07
ARAUS_00076,R0126_segment_binaural_44100_2.wav,water_00071.wav,37,43.568,1.77,2.06,8.97,12.3,0.00759,0.0896,0.0187,0.049,0.159,1.39
ARAUS_00076,R0126_segment_binaural_44100_2.wav,bird_00019.wav,39,34.624,1.15,1.37,6.67,10.2,0.0076,0.0798,0.023,0.0583,0.216,1.6
ARAUS_00080,R0008_segment_binaural_44100_1.wav,wind_00037.wav,2,63.416,1.3,1.78,10.5,13.7,0.00807,0.0977,0.0262,0.0539,0.0227,0.289
ARAUS_00080,R0049_segment_binaural_44100_1.wav,water_00050.wav,3,54.852,1.49,1.65,13.8,16.3,0.00851,0.104,0.0254,0.0528,0.0325,0.299
ARAUS_00080,R0119_segment_binaural_44100_1.wav,water_00013.wav,10,52.48,1.18,1.67,11.1,15.5,0.00731,0.091,0.0292,0.0644,0.0676,0.953
ARAUS_00082,R0025_segment_binaural_44100_1.wav,bird_00029.wav,4,54.176,1.96,3.26,7.74,13.5,0.0271,0.104,0.0166,0.0579,0.112,1.6
ARAUS_00082,R0078_segment_binaural_44100_1.wav,silence_00002.wav,9,60.764,1.73,1.85,25.4,29.8,0.00988,0.114,0.0323,0.0613,0.12,0.945
ARAUS_00089,R0013_segment_binaural_44100_1.wav,construction_00036.wav,14,68.579,1.41,2.16,15.8,21.6,0.0119,0.0966,0.0295,0.0751,0.263,1.13
ARAUS_00089,R0019_segment_binaural_44100_2.wav,wind_00006.wav,20,72.885,1.67,1.88,18.8,24.2,0.00857,0.111,0.025,0.0512,0.0592,0.895
ARAUS_00089,R0043_segment_binaural_44100_2.wav,water_00058.wav,36,58.553,1.61,1.83,15.2,24.5,0.0121,0.106,0.0282,0.0692,0.0293,0.326
ARAUS_00089,R0019_segment_binaural_44100_1.wav,silence_00004.wav,37,48.063,1.29,1.55,11.4,14.7,0.0102,0.103,0.0233,0.0519,0.111,1.05
ARAUS_00090,R0049_segment_binaural_44100_1.wav,wind_00033.wav,6,58.616,1.69,1.92,9.83,12.6,0.00952,0.0804,0.0183,0.0406,0.0883,0.561
ARAUS_00092,R0001_segment_binaural_44100_1.wav,silence_00002.wav,35,55.785,1.82,1.99,14.8,22.8,0.0131,0.104,0.0234,0.0684,0.0592,1.04
ARAUS_00100,R0038_segment_binaural_44100_1.wav,silence_00005.wav,38,34.808,1.24,1.58,12.9,16.9,0.00826,0.105,0.0283,0.0513,0.0497,0.863
ARAUS_00101,R0027_segment_binaural_44100_1.wav,construction_00014.wav,4,63.647,1.31,1.77,13.1,21.1,0.0188,0.108,0.0316,0.082,0.0467,0.55
ARAUS_00102,R0006_segment_binaural_44100_2.wav,water_00054.wav,2,53.013,1.36,1.62,14.4,17.7,0.00982,0.0889,0.0287,0.067,0.234,0.93
ARAUS_00104,R0019_segment_binaural_44100_1.wav,construction_00010.wav,15,41.584,1.29,1.55,11.8,15.6,0.0105,0.103,0.0237,0.0507,0.13,1.04
ARAUS_00111,R0126_segment_binaural_44100_2.wav,bird_00028.wav,13,35.713,1.19,2.01,6.96,12.1,0.0187,0.105,0.0233,0.0581,0.211,1.6
ARAUS_00111,R0027_segment_binaural_44100_2.wav,wind_00038.wav,31,35.167,1.75,2.16,9.93,12.4,0.0101,0.0817,0.018,0.0431,0.0166,0.529
ARAUS_00118,R0120_segment_binaural_44100_1.wav,water_00010.wav,4,35.391,1.36,1.58,10.2,12.4,0.00789,0.098,0.0259,0.0473,0.0363,0.558
ARAUS_00125,R0119_segment_binaural_44100_1.wav,silence_00005.wav,4,56.711,1.11,1.34,9.92,12.3,0.00641,0.0744,0.0303,0.0717,0.0983,1.32
ARAUS_00125,R0008_segment_binaural_44100_2.wav,wind_00005.wav,25,49.664,0.964,1.26,10.7,14.1,0.0089,0.108,0.0306,0.0621,0.0295,0.494
ARAUS_00126,R0027_segment_binaural_44100_1.wav,bird_00025.wav,36,40.338,1.81,2.42,7.31,11.5,0.019,0.0652,0.0154,0.0319,0.135,1.47
ARAUS_00127,R0025_segment_binaural_44100_1.wav,bird_00002.wav,30,43.761,1.92,2.51,7.27,9.96,0.0134,0.121,0.0146,0.0579,0.211,1.53
ARAUS_00129,R0039_segment_binaural_44100_1.wav,water_00026.wav,12,44.428,1.86,2.12,12.6,16.8,0.0119,0.0915,0.0255,0.0458,0.0447,0.883
ARAUS_00129,R0131_segment_binaural_44100_1.wav,construction_00007.wav,16,68.351,1.32,1.98,20.2,34.3,0.0146,0.125,0.0427,0.0926,0.171,0.93
ARAUS_00129,R0022_segment_binaural_44100_2.wav,construction_00007.wav,17,48.575,1.81,2.18,12.1,17.0,0.00894,0.0926,0.0212,0.0531,0.0664,0.881
ARAUS_00129,R0113_segment_binaural_44100_2.wav,wind_00035.wav,22,41.836,1.38,1.66,8.12,11.4,0.0127,0.0609,0.0225,0.0489,0.085,0.775
ARAUS_00129,R0112_segment_binaural_44100_2.wav,silence_00004.wav,28,43.84,1.26,1.7,10.6,17.9,0.0271,0.0724,0.0254,0.0658,0.25,1.41
ARAUS_00129,R0098_segment_binaural_44100_2.wav,bird_00062.wav,30,33.432,1.15,1.85,10.4,16.9,0.041,0.18,0.0336,0.0658,0.189,1.49
ARAUS_00129,R0002_segment_binaural_44100_1.wav,silence_00004.wav,33,60.128,1.29,1.59,18.0,27.7,0.0129,0.129,0.036,0.0821,0.119,1.05
ARAUS_00129,R0003_segment_binaural_44100_1.wav,water_00070.wav,34,46.087,1.26,1.61,9.37,15.5,0.00776,0.0789,0.0237,0.0502,0.0729,1.02
ARAUS_00132,R0082_segment_binaural_44100_2.wav,silence_00002.wav,4,46.567,0.988,1.32,8.41,13.4,0.00798,0.0808,0.0274,0.0508,0.173,0.944
ARAUS_00137,R0078_segment_binaural_44100_2.wav,silence_00002.wav,26,35.032,1.79,1.89,24.8,31.6,0.0112,0.14,0.0328,0.0677,0.0405,0.628
ARAUS_00137,R0110_segment_binaural_44100_1.wav,water_00027.wav,30,43.8,1.31,1.53,14.0,23.2,0.0082,0.09,0.0291,0.0566,0.123,0.905
ARAUS_00137,R0044_segment_binaural_44100_2.wav,water_00043.wav,44,45.702,1.41,2.03,16.7,24.8,0.0108,0.103,0.0312,0.0649,0.0481,0.595
ARAUS_00139,R0098_segment_binaural_44100_1.wav,water_00012.wav,4,121.416,1.27,1.54,11.7,13.8,0.00797,0.101,0.0272,0.054,0.0664,0.936
ARAUS_00139,R0004_segment_binaural_44100_1.wav,traffic_00038.wav,10,93.458,1.31,1.65,13.6,16.7,0.0121,0.108,0.0279,0.0657,0.209,0.798
ARAUS_00139,R0098_segment_binaural_44100_1.wav,bird_00026.wav,13,99.154,1.17,1.75,10.5,15.9,0.0151,0.0949,0.0315,0.0783,0.0991,1.06
ARAUS_00139,R0131_segment_binaural_44100_1.wav,silence_00004.wav,22,201.062,1.01,1.5,14.1,19.8,0.00926,0.0952,0.0442,0.158,0.156,1.1
ARAUS_00139,R0019_segment_binaural_44100_2.wav,bird_00063.wav,30,104.59,1.3,2.43,13.3,19.4,0.0913,0.312,0.0376,0.258,0.315,1.95
ARAUS_00139,R0054_segment_binaural_44100_1.wav,bird_00063.wav,33,69.132,1.36,2.39,11.5,18.5,0.0415,0.219,0.0276,0.162,0.447,2.07
ARAUS_00139,R0043_segment_binaural_44100_1.wav,traffic_00005.wav,35,88.576,1.17,1.38,13.3,19.2,0.00864,0.105,0.0304,0.0568,0.047,0.363
ARAUS_00139,R0015_segment_binaural_44100_2.wav,wind_00015.wav,37,134.344,1.59,1.8,27.3,38.7,0.0199,0.124,0.0322,0.0869,0.209,2.04
ARAUS_00139,R0097_segment_binaural_44100_1.wav,wind_00012.wav,40,78.958,1.24,1.5,13.3,16.8,0.00986,0.0981,0.0295,0.0593,0.0495,0.482
ARAUS_00145,R0008_segment_binaural_44100_2.wav,traffic_00036.wav,3,73.501,1.01,1.35,9.89,12.8,0.00806,0.103,0.0291,0.054,0.0374,0.475
ARAUS_00145,R0008_segment_binaural_44100_2.wav,water_00005.wav,8,65.591,1.38,1.6,10.9,12.9,0.0093,0.111,0.0253,0.051,0.0182,0.236
ARAUS_00149,R0003_segment_binaural_44100_2.wav,water_00012.wav,16,56.983,1.25,1.44,8.17,12.7,0.00698,0.0816,0.0215,0.0438,0.058,0.728
ARAUS_00150,R0069_segment_binaural_44100_1.wav,silence_00005.wav,5,37.144,0.99,1.58,14.8,22.6,0.0093,0.104,0.0391,0.102,0.0945,0.921
ARAUS_00150,R0119_segment_binaural_44100_2.wav,construction_00004.wav,17,40.48,1.35,1.84,10.3,13.3,0.00679,0.0918,0.0289,0.051,0.0968,1.09
ARAUS_00151,R0005_segment_binaural_44100_1.wav,silence_00001.wav,26,53.192,1.12,1.55,6.8,11.3,0.00715,0.0861,0.0224,0.0696,0.112,0.537
ARAUS_00156,R0027_segment_binaural_44100_1.wav,silence_00001.wav,22,46.637,1.82,2.43,7.0,8.5,0.00805,0.0679,0.0154,0.0395,0.034,0.464
ARAUS_00165,R0108_segment_binaural_44100_2.wav,water_00048.wav,44,59.496,1.47,1.67,13.8,22.2,0.0205,0.115,0.0282,0.0864,0.127,1.35
ARAUS_00171,R0048_segment_binaural_44100_2.wav,silence_00001.wav,7,58.997,1.17,1.65,12.2,18.6,0.00861,0.0987,0.0255,0.0523,0.105,1.36
ARAUS_00171,R0129_segment_binaural_44100_1.wav,water_00074.wav,21,65.172,1.4,1.9,8.61,16.5,0.0192,0.119,0.0257,0.0699,0.027,0.48
ARAUS_00171,R0126_segment_binaural_44100_1.wav,construction_00026.wav,29,63.0,1.67,2.01,8.73,10.6,0.00643,0.0659,0.0191,0.045,0.0322,0.312
ARAUS_00171,R0126_segment_binaural_44100_2.wav,traffic_00026.wav,30,53.105,1.21,1.45,6.96,9.98,0.00677,0.0818,0.0226,0.0501,0.194,1.6
ARAUS_00174,R0099_segment_binaural_44100_1.wav,traffic_00010.wav,2,73.368,1.28,1.65,18.1,29.5,0.011,0.131,0.0335,0.124,0.119,0.925
ARAUS_00174,R0019_segment_binaural_44100_2.wav,wind_00035.wav,17,41.112,1.76,2.04,17.2,22.9,0.00825,0.103,0.0226,0.0493,0.081,0.733
ARAUS_00174,R0043_segment_binaural_44100_1.wav,traffic_00002.wav,31,32.016,1.19,1.46,12.9,16.4,0.00853,0.0993,0.029,0.0617,0.0348,0.419
ARAUS_00174,R0043_segment_binaural_44100_2.wav,silence_00004.wav,40,42.975,1.16,1.5,13.3,23.8,0.013,0.107,0.0315,0.0799,0.0421,0.369
ARAUS_00174,R0097_segment_binaural_44100_1.wav,silence_00004.wav,44,44.663,1.21,1.51,12.6,15.7,0.01,0.0952,0.0302,0.0596,0.0608,0.518
ARAUS_00176,R0027_segment_binaural_44100_2.wav,water_00029.wav,40,55.673,1.86,2.08,11.7,13.4,0.00987,0.0868,0.0207,0.0399,0.0138,0.205
ARAUS_00182,R0025_segment_binaural_44100_2.wav,wind_00025.wav,30,48.991,1.74,2.13,10.1,12.9,0.0134,0.0952,0.0197,0.0403,0.0174,0.255
ARAUS_00185,R0008_segment_binaural_44100_1.wav,wind_00005.wav,16,42.224,0.935,1.1,10.0,12.7,0.00799,0.0944,0.0308,0.0683,0.0278,0.322
ARAUS_00186,R0046_segment_binaural_44100_1.wav,bird_00006.wav,23,44.799,1.25,1.76,11.1,18.3,0.0204,0.118,0.0225,0.0483,0.168,1.37
ARAUS_00197,R0040_segment_binaural_44100_2.wav,silence_00002.wav,2,69.57,1.1,1.38,15.1,18.8,0.0115,0.111,0.0315,0.0634,0.208,1.66
ARAUS_00197,R0123_segment_binaural_44100_2.wav,wind_00020.wav,3,66.977,1.54,1.89,21.4,38.5,0.0118,0.147,0.0318,0.0694,0.789,5.93
ARAUS_00197,R0082_segment_binaural_44100_1.wav,construction_00033.wav,4,139.985,1.08,1.48,8.7,12.2,0.00828,0.0821,0.0269,0.0535,0.0867,0.947
ARAUS_00197,R0053_segment_binaural_44100_2.wav,bird_00068.wav,6,57.697,1.34,1.81,14.2,25.4,0.0429,0.167,0.0293,0.0817,0.283,2.37
ARAUS_00197,R0078_segment_binaural_44100_2.wav,traffic_00027.wav,13,50.562,1.61,1.85,32.0,42.5,0.0122,0.155,0.0382,0.118,0.109,0.906
ARAUS_00199,R0097_segment_binaural_44100_2.wav,silence_00004.wav,9,43.223,1.24,1.61,12.5,15.6,0.0107,0.106,0.0308,0.0692,0.0594,0.403
ARAUS_00199,R0039_segment_binaural_44100_2.wav,wind_00028.wav,27,43.56,1.66,1.98,9.51,12.7,0.00942,0.0699,0.021,0.0445,0.0633,0.607
ARAUS_00199,R0013_segment_binaural_44100_2.wav,silence_00004.wav,39,48.831,1.07,1.38,14.5,20.6,0.0149,0.174,0.0308,0.0846,0.315,1.45
ARAUS_00200,R0008_segment_binaural_44100_1.wav,water_00048.wav,43,71.871,1.13,1.3,10.1,11.6,0.00783,0.094,0.0278,0.0554,0.026,0.324
ARAUS_00204,R0131_segment_binaural_44100_2.wav,wind_00008.wav,3,60.913,1.04,1.26,14.7,24.9,0.0128,0.104,0.0387,0.102,0.248,1.34
ARAUS_00204,R0127_segment_binaural_44100_2.wav,construction_00008.wav,7,73.233,1.56,2.15,12.1,17.3,0.052,0.149,0.0265,0.0823,0.0818,0.673
ARAUS_00216,R0126_segment_binaural_44100_2.wav,construction_00026.wav,6,69.096,1.29,1.54,7.12,10.1,0.00683,0.0831,0.0218,0.0496,0.192,1.56
ARAUS_00240,R0008_segment_binaural_44100_1.wav,construction_00023.wav,29,89.898,1.0,1.61,9.62,12.5,0.0082,0.0943,0.0286,0.0535,0.0401,0.359
ARAUS_00240,R0108_segment_binaural_44100_2.wav,traffic_00008.wav,35,77.356,1.32,1.48,16.1,24.5,0.0172,0.13,0.0302,0.0614,0.141,1.21
ARAUS_00240,R0023_segment_binaural_44100_1.wav,bird_00043.wav,36,89.657,1.52,2.42,7.17,12.0,0.0139,0.0778,0.018,0.0354,0.134,1.22
ARAUS_00246,R0048_segment_binaural_44100_2.wav,silence_00001.wav,4,38.562,1.17,1.65,12.2,18.6,0.00861,0.0987,0.0255,0.0523,0.105,1.36
ARAUS_00251,R0005_segment_binaural_44100_1.wav,silence_00001.wav,5,66.175,1.12,1.55,6.8,11.3,0.00715,0.0861,0.0224,0.0696,0.112,0.537
ARAUS_00256,R0005_segment_binaural_44100_1.wav,water_00017.wav,30,36.536,1.72,1.94,9.73,13.0,0.00806,0.089,0.0196,0.0471,0.0754,0.34
ARAUS_00256,R0126_segment_binaural_44100_2.wav,water_00017.wav,38,42.895,1.8,2.08,9.66,12.3,0.00739,0.0842,0.0195,0.0421,0.155,1.37
ARAUS_00260,R0119_segment_binaural_44100_1.wav,bird_00054.wav,40,38.519,1.21,1.82,10.7,16.2,0.0352,0.0933,0.0292,0.071,0.171,1.32
ARAUS_00261,R0079_segment_binaural_44100_1.wav,bird_00059.wav,2,80.615,1.68,1.97,13.1,15.8,0.0141,0.0998,0.0234,0.0489,0.0756,0.781
ARAUS_00265,R0069_segment_binaural_44100_1.wav,water_00065.wav,11,37.919,1.19,1.58,18.4,24.2,0.00902,0.103,0.0332,0.0661,0.0648,0.769
ARAUS_00266,R0126_segment_binaural_44100_2.wav,water_00041.wav,16,84.244,1.18,1.38,6.89,10.4,0.00669,0.0793,0.0231,0.0569,0.195,1.53
ARAUS_00266,R0027_segment_binaural_44100_2.wav,silence_00001.wav,22,68.383,1.89,2.36,8.57,11.3,0.0126,0.0778,0.0143,0.0298,0.0343,0.704
ARAUS_00266,R0126_segment_binaural_44100_2.wav,construction_00039.wav,39,56.279,1.25,1.56,7.66,10.9,0.0077,0.0905,0.0225,0.0454,0.186,1.55
ARAUS_00267,R0133_segment_binaural_44100_1.wav,silence_00002.wav,22,44.037,0.981,1.17,15.0,18.7,0.00858,0.0986,0.0368,0.0644,0.431,2.99
ARAUS_00268,R0051_segment_binaural_44100_1.wav,water_00056.wav,28,71.526,1.81,2.19,7.08,12.0,0.0115,0.0715,0.0174,0.0492,0.0539,0.953
ARAUS_00274,R0097_segment_binaural_44100_1.wav,silence_00004.wav,2,40.562,1.21,1.51,12.6,15.7,0.01,0.0952,0.0302,0.0596,0.0608,0.518
ARAUS_00282,R0001_segment_binaural_44100_2.wav,bird_00009.wav,4,85.803,1.82,2.28,15.7,21.7,0.03,0.0958,0.0269,0.095,0.052,0.492
ARAUS_00282,R0110_segment_binaural_44100_2.wav,silence_00002.wav,12,58.98,1.07,1.31,11.8,17.4,0.00833,0.0861,0.0302,0.0623,0.177,1.77
ARAUS_00282,R0044_segment_binaural_44100_1.wav,bird_00009.wav,14,85.123,1.27,2.06,14.3,23.2,0.0388,0.0928,0.0347,0.121,0.093,1.1
ARAUS_00282,R0006_segment_binaural_44100_2.wav,wind_00025.wav,21,80.521,1.36,1.7,14.3,16.8,0.00773,0.0976,0.0268,0.0586,0.23,0.876
ARAUS_00282,R0006_segment_binaural_44100_2.wav,traffic_00033.wav,27,48.76,1.09,1.32,13.1,16.0,0.00743,0.0873,0.0296,0.0634,0.281,1.01
ARAUS_00282,R0082_segment_binaural_44100_1.wav,silence_00002.wav,33,51.55,1.05,1.51,8.01,11.7,0.00867,0.0812,0.0267,0.0609,0.101,0.992
ARAUS_00282,R0006_segment_binaural_44100_1.wav,wind_00020.wav,34,55.544,1.5,1.89,11.3,14.5,0.00803,0.0966,0.0225,0.0451,0.0534,0.544
ARAUS_00282,R0133_segment_binaural_44100_1.wav,silence_00002.wav,44,49.785,0.981,1.17,15.0,18.7,0.00858,0.0986,0.0368,0.0644,0.431,2.99
ARAUS_00284,R0019_segment_binaural_44100_2.wav,construction_00011.wav,35,48.432,1.37,1.99,13.5,23.2,0.00834,0.0975,0.0255,0.0471,0.132,1.04
ARAUS_00286,R0018_segment_binaural_44100_1.wav,water_00078.wav,16,41.422,1.54,1.81,20.0,31.4,0.00957,0.105,0.0281,0.0511,0.218,1.34
ARAUS_00286,R0046_segment_binaural_44100_1.wav,construction_00037.wav,19,48.341,1.32,1.71,14.1,21.7,0.0269,0.117,0.0326,0.084,0.299,1.19
ARAUS_00290,R0008_segment_binaural_44100_1.wav,traffic_00019.wav,27,35.637,1.08,1.51,11.1,16.3,0.00775,0.0927,0.0296,0.067,0.0272,0.351
ARAUS_00290,R0008_segment_binaural_44100_2.wav,wind_00024.wav,29,41.413,0.978,1.29,9.65,12.1,0.00812,0.105,0.0283,0.0528,0.0322,0.276
ARAUS_00295,R0119_segment_binaural_44100_1.wav,silence_00005.wav,14,35.685,1.11,1.34,9.92,12.3,0.00641,0.0744,0.0303,0.0717,0.0983,1.32
ARAUS_00295,R0008_segment_binaural_44100_2.wav,bird_00045.wav,26,37.014,1.02,1.33,9.71,12.4,0.0126,0.108,0.0273,0.0513,0.0638,0.46
ARAUS_00297,R0110_segment_binaural_44100_1.wav,water_00011.wav,7,74.93,1.74,2.01,15.1,24.3,0.00992,0.0876,0.0243,0.059,0.134,0.918
ARAUS_00297,R0052_segment_binaural_44100_2.wav,traffic_00012.wav,10,73.146,1.33,2.3,8.73,20.6,0.0104,0.0748,0.0283,0.173,0.208,1.53
ARAUS_00297,R0025_segment_binaural_44100_1.wav,wind_00007.wav,19,71.533,1.52,2.11,11.1,15.5,0.0114,0.107,0.0298,0.067,0.0627,0.431
ARAUS_00297,R0020_segment_binaural_44100_1.wav,bird_00020.wav,22,48.918,1.77,2.6,12.0,18.7,0.0309,0.0934,0.0198,0.0582,0.489,1.48
ARAUS_00297,R0053_segment_binaural_44100_1.wav,water_00030.wav,23,50.118,1.54,1.94,23.9,33.6,0.0193,0.105,0.0346,0.0642,0.0276,0.276
ARAUS_00297,R0001_segment_binaural_44100_2.wav,construction_00012.wav,24,70.114,1.71,1.84,16.2,21.4,0.0129,0.131,0.0254,0.0548,0.0579,0.43
ARAUS_00297,R0001_segment_binaural_44100_1.wav,bird_00020.wav,32,66.008,1.96,2.48,16.4,23.9,0.028,0.104,0.0214,0.0608,0.3,1.23
ARAUS_00297,R0133_segment_binaural_44100_2.wav,wind_00013.wav,38,61.157,1.19,1.81,19.0,29.0,0.0131,0.137,0.0369,0.0809,0.0378,0.69
ARAUS_00298,R0051_segment_binaural_44100_2.wav,wind_00001.wav,30,58.171,1.7,2.95,4.7,10.8,0.0277,0.0912,0.019,0.122,0.0836,1.12
ARAUS_00298,R0012_segment_binaural_44100_2.wav,water_00056.wav,34,73.909,1.42,1.66,17.4,22.1,0.00918,0.111,0.0298,0.071,0.214,1.14
ARAUS_00298,R0009_segment_binaural_44100_2.wav,bird_00022.wav,35,57.251,1.34,1.96,16.0,28.7,0.0313,0.134,0.0292,0.0548,0.0917,0.979
ARAUS_00305,R0008_segment_binaural_44100_1.wav,silence_00005.wav,41,50.423,0.883,0.956,9.05,10.2,0.00755,0.0943,0.03,0.0547,0.036,0.362
ARAUS_00309,R0097_segment_binaural_44100_2.wav,silence_00004.wav,36,37.82,1.24,1.61,12.5,15.6,0.0107,0.106,0.0308,0.0692,0.0594,0.403
ARAUS_00310,R0008_segment_binaural_44100_1.wav,wind_00029.wav,3,42.918,1.25,1.44,11.6,13.8,0.00754,0.0983,0.0249,0.0481,0.0213,0.252
ARAUS_00310,R0008_segment_binaural_44100_2.wav,wind_00033.wav,36,35.168,1.48,1.62,10.8,13.0,0.00825,0.109,0.024,0.0495,0.0177,0.231
ARAUS_00312,R0133_segment_binaural_44100_1.wav,water_00053.wav,24,37.271,1.42,1.64,17.9,21.6,0.00853,0.106,0.0305,0.0612,0.365,2.74
ARAUS_00315,R0062_segment_binaural_44100_1.wav,silence_00005.wav,6,38.012,1.33,1.76,14.1,19.9,0.0207,0.0958,0.027,0.0591,0.198,1.24
ARAUS_00315,R0119_segment_binaural_44100_2.wav,water_00022.wav,13,47.476,1.38,1.56,11.8,15.4,0.0124,0.0903,0.0295,0.0677,0.0826,0.908
ARAUS_00325,R0119_segment_binaural_44100_1.wav,water_00005.wav,27,46.312,1.42,1.67,10.9,13.1,0.00669,0.0775,0.0268,0.0797,0.082,1.19
ARAUS_00330,R0008_segment_binaural_44100_2.wav,silence_00005.wav,32,46.296,0.891,1.29,9.02,11.4,0.00814,0.105,0.0293,0.061,0.0322,0.285
ARAUS_00332,R0040_segment_binaural_44100_1.wav,wind_00011.wav,6,46.512,1.17,1.65,14.9,20.7,0.0162,0.094,0.032,0.0625,0.209,1.31
ARAUS_00332,R0025_segment_binaural_44100_1.wav,bird_00039.wav,18,33.352,1.9,2.52,7.63,11.3,0.0311,0.12,0.0152,0.0498,0.0602,0.343
ARAUS_00332,R0020_segment_binaural_44100_1.wav,bird_00052.wav,24,33.417,1.4,2.01,10.7,18.6,0.0284,0.0835,0.0465,0.24,0.387,1.67
ARAUS_00332,R0082_segment_binaural_44100_1.wav,construction_00029.wav,28,38.111,1.11,1.51,8.61,12.6,0.0163,0.0896,0.0257,0.0534,0.0903,0.98
ARAUS_00332,R0026_segment_binaural_44100_2.wav,water_00016.wav,30,35.296,1.63,2.09,12.8,17.4,0.0172,0.148,0.0268,0.0749,0.183,1.26
ARAUS_00332,R0052_segment_binaural_44100_1.wav,traffic_00033.wav,32,30.52,1.14,1.77,8.54,12.0,0.00908,0.069,0.0281,0.0916,0.243,1.11
ARAUS_00332,R0006_segment_binaural_44100_1.wav,water_00035.wav,36,30.328,1.36,1.76,9.65,12.8,0.0104,0.0925,0.0234,0.0465,0.0757,0.841
ARAUS_00336,R0092_segment_binaural_44100_2.wav,bird_00044.wav,2,56.755,1.16,1.56,19.3,27.4,0.0636,0.217,0.0428,0.149,0.176,1.84
ARAUS_00336,R0027_segment_binaural_44100_2.wav,wind_00038.wav,10,35.52,1.69,2.05,10.8,14.3,0.00945,0.0848,0.0201,0.0447,0.0127,0.413
ARAUS_00336,R0018_segment_binaural_44100_2.wav,silence_00001.wav,15,48.119,1.19,2.52,17.2,37.6,0.0107,0.0979,0.032,0.0795,0.372,4.38
ARAUS_00336,R0017_segment_binaural_44100_1.wav,bird_00013.wav,17,50.967,1.36,2.68,17.0,23.8,0.0134,0.117,0.0318,0.084,0.122,1.02
ARAUS_00336,R0124_segment_binaural_44100_2.wav,bird_00044.wav,19,42.959,1.15,1.73,6.07,16.4,0.0332,0.172,0.0284,0.0949,0.279,1.01
ARAUS_00341,R0048_segment_binaural_44100_1.wav,wind_00027.wav,30,42.95,1.18,1.31,14.1,17.5,0.00987,0.103,0.0285,0.0556,0.136,1.08
ARAUS_00341,R0027_segment_binaural_44100_1.wav,silence_00001.wav,44,37.246,1.82,2.43,7.0,8.5,0.00805,0.0679,0.0154,0.0395,0.034,0.464
ARAUS_00349,R0019_segment_binaural_44100_1.wav,silence_00004.wav,6,38.831,1.29,1.55,11.4,14.7,0.0102,0.103,0.0233,0.0519,0.111,1.05
ARAUS_00349,R0098_segment_binaural_44100_1.wav,construction_00006.wav,41,34.576,1.18,1.35,11.2,13.9,0.0081,0.102,0.0294,0.0608,0.0727,0.974
ARAUS_00354,R0003_segment_binaural_44100_2.wav,construction_00008.wav,5,53.412,1.42,2.01,8.48,12.8,0.0418,0.127,0.021,0.0429,0.0686,0.714
ARAUS_00358,R0034_segment_binaural_44100_1.wav,water_00004.wav,29,60.385,1.14,1.81,6.91,13.6,0.0143,0.074,0.0225,0.0449,0.0852,1.02
ARAUS_00359,R0043_segment_binaural_44100_1.wav,construction_00011.wav,10,51.528,1.34,1.94,13.5,20.9,0.00909,0.103,0.0275,0.0549,0.0429,0.533
ARAUS_00359,R0004_segment_binaural_44100_1.wav,construction_00006.wav,13,45.164,1.31,1.54,13.6,16.7,0.0124,0.112,0.027,0.0744,0.209,0.819
