Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.01,1.24,11.3,14.9,0.0114,0.0997,0.0329,0.071,0.148,1.19
1.62,2.03,17.0,28.7,0.0145,0.1,0.0293,0.0612,0.105,1.22
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.27,1.75,13.3,19.5,0.0365,0.096,0.0273,0.0502,0.218,1.77
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.26,1.68,21.0,36.3,0.025,0.141,0.0365,0.0769,0.492,2.24
1.57,1.81,26.0,32.5,0.0139,0.134,0.0341,0.0651,0.197,1.01
1.69,1.84,19.9,24.4,0.0133,0.129,0.0266,0.0669,0.255,1.31
1.13,1.29,21.2,27.6,0.0224,0.11,0.0371,0.128,0.298,2.37
1.31,1.94,10.5,19.1,0.0624,0.164,0.027,0.0558,0.208,1.48
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.34,1.62,22.8,38.9,0.0578,0.165,0.0334,0.111,0.993,4.31
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.65,2.21,28.7,43.8,0.035,0.106,0.0356,0.115,0.562,3.65
1.29,1.5,36.7,52.1,0.0135,0.141,0.0373,0.0871,0.953,5.27
1.2,1.46,19.1,27.6,0.016,0.102,0.0285,0.0755,0.413,1.59
1.44,2.55,15.2,24.4,0.0586,0.219,0.0308,0.0982,0.243,2.41
1.21,2.19,7.02,13.5,0.0494,0.176,0.0275,0.105,0.187,1.37
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.26,1.7,10.6,17.9,0.0271,0.0724,0.0254,0.0658,0.25,1.41
1.81,2.01,33.6,50.7,0.0133,0.144,0.0333,0.0877,0.0809,1.8
1.28,1.58,18.1,37.3,0.0174,0.113,0.0416,0.209,0.288,2.06
1.27,3.0,23.0,43.1,0.0434,0.218,0.0432,0.107,0.625,3.44
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.59,2.18,23.7,35.2,0.064,0.142,0.0459,0.13,0.51,2.0
1.39,2.02,18.3,28.5,0.033,0.106,0.0322,0.0678,0.18,2.11
1.31,1.97,18.5,35.3,0.0427,0.122,0.0344,0.0866,0.233,2.1
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
2.3,2.5,30.8,38.0,0.0125,0.0995,0.0249,0.0549,0.301,2.29
1.3,1.61,21.0,38.0,0.0234,0.119,0.0326,0.111,0.4,2.0
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.54,1.77,22.4,33.2,0.0233,0.14,0.0334,0.0712,0.138,1.46
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.45,2.05,24.9,41.4,0.0187,0.13,0.0323,0.0743,0.277,1.72
1.14,2.15,11.6,25.4,0.01,0.0793,0.0299,0.0633,0.249,2.05
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.1,1.29,17.9,23.2,0.0135,0.132,0.0372,0.086,0.121,1.86
1.12,1.59,18.2,24.2,0.0186,0.132,0.0374,0.086,0.186,1.86
1.54,1.92,22.9,31.8,0.0722,0.137,0.0369,0.12,0.532,1.95
1.19,1.57,11.0,21.6,0.0233,0.0883,0.0405,0.147,0.122,1.64
1.24,1.55,20.7,33.1,0.04,0.137,0.0359,0.104,0.388,2.02
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.84,2.15,24.0,35.4,0.0414,0.116,0.031,0.386,0.692,4.17
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.53,1.95,21.3,36.2,0.0264,0.134,0.0325,0.0826,0.161,1.61
1.71,2.61,21.5,34.1,0.0584,0.138,0.033,0.115,0.414,1.76
1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
1.35,1.71,25.5,44.0,0.0384,0.109,0.0405,0.118,0.604,3.75
1.3,1.7,13.6,23.5,0.0331,0.112,0.0267,0.0686,0.143,1.18
1.31,1.69,15.1,23.2,0.0361,0.113,0.031,0.127,0.282,1.55
1.37,1.53,24.0,34.1,0.0131,0.139,0.038,0.0776,0.0726,1.15
1.48,1.81,20.7,32.5,0.0508,0.195,0.0367,0.45,0.814,4.34
1.15,1.49,9.03,15.5,0.00949,0.0825,0.0304,0.107,0.227,1.66
1.96,3.99,15.7,28.3,0.045,0.117,0.0199,0.082,0.379,2.07
1.39,1.75,21.6,34.0,0.167,0.325,0.032,0.0824,0.413,3.28
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.13,1.49,23.5,34.9,0.0184,0.161,0.0417,0.111,0.493,2.96
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.3,1.61,21.0,38.0,0.0234,0.119,0.0326,0.111,0.4,2.0
1.49,1.91,20.5,32.6,0.0477,0.153,0.0359,0.116,0.398,1.86
1.32,1.84,19.2,33.1,0.0196,0.123,0.0328,0.0701,0.363,2.32
1.68,3.05,25.0,48.4,0.0274,0.106,0.0383,0.12,0.369,2.0
1.49,1.74,22.8,35.2,0.0608,0.171,0.0371,0.0997,1.03,4.3
1.36,1.62,26.3,35.1,0.0135,0.137,0.0383,0.0829,0.243,2.17
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.1,1.56,19.8,29.9,0.0898,0.169,0.0428,0.138,0.759,2.31
1.7,1.97,12.6,18.8,0.0134,0.0907,0.0263,0.121,0.0484,0.75
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
1.24,1.64,14.4,26.1,0.0326,0.138,0.0356,0.0894,0.262,1.52
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.29,1.82,18.7,40.4,0.0732,0.219,0.0386,0.426,1.05,4.57
1.25,1.6,21.9,36.1,0.0252,0.117,0.0357,0.0753,0.656,2.29
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.3,1.61,19.5,25.8,0.0147,0.12,0.0337,0.0712,0.196,1.38
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.46,2.4,10.2,19.0,0.0267,0.0786,0.0244,0.0687,0.192,1.7
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.92,2.12,32.0,42.6,0.0332,0.145,0.0324,0.0723,0.545,3.68
1.55,1.79,23.4,35.8,0.0366,0.119,0.0338,0.346,0.679,4.16
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
1.3,1.5,28.5,62.1,0.0146,0.183,0.0406,0.086,0.133,1.12
1.5,1.9,24.6,33.4,0.0193,0.129,0.0387,0.129,0.443,2.8
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.56,1.98,9.26,15.5,0.0358,0.0968,0.0228,0.0622,0.219,1.31
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.38,1.75,8.25,14.2,0.016,0.0955,0.0211,0.06,0.374,1.36
1.24,1.55,23.4,42.9,0.0254,0.104,0.0347,0.0718,0.745,2.15
1.44,1.77,25.8,38.2,0.0232,0.14,0.0383,0.0891,0.349,2.66
1.19,1.53,26.4,43.5,0.0338,0.158,0.0453,0.101,0.6,3.94
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.4,2.14,27.2,46.2,0.0639,0.142,0.0398,0.104,0.314,1.93
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.91,26.4,43.2,0.0217,0.113,0.0411,0.0986,0.539,2.04
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.59,1.77,28.1,40.4,0.0115,0.13,0.0335,0.0701,0.0587,0.795
1.27,1.73,21.6,40.9,0.0188,0.129,0.0399,0.155,0.268,2.14
1.29,1.65,21.1,29.7,0.0195,0.102,0.0365,0.0909,0.212,1.05
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.78,2.13,21.7,40.4,0.0213,0.12,0.051,0.199,0.202,1.72
1.32,1.62,21.5,39.6,0.0276,0.131,0.032,0.111,0.371,1.92
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.78,2.3,22.2,32.6,0.0302,0.12,0.0281,0.0574,0.166,1.88
1.3,1.61,21.0,38.0,0.0234,0.119,0.0326,0.111,0.4,2.0
1.27,1.67,15.2,20.7,0.0106,0.106,0.0302,0.0691,0.182,0.992
1.24,1.59,25.4,45.7,0.0213,0.12,0.0492,0.132,0.284,2.37
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.77,2.17,21.8,31.1,0.0328,0.117,0.0279,0.0631,0.188,2.03
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.63,1.98,27.5,44.3,0.0368,0.107,0.0362,0.115,0.566,3.69
1.72,2.07,15.0,27.4,0.0224,0.0942,0.0235,0.0514,0.18,1.35
1.35,1.59,20.4,33.9,0.0211,0.102,0.0323,0.0827,0.348,3.29
1.28,1.75,29.4,40.9,0.0277,0.116,0.0391,0.0988,0.507,2.36
1.68,1.81,15.4,23.0,0.0795,0.106,0.024,0.0508,0.221,1.07
1.6,1.75,18.7,22.2,0.0098,0.117,0.0279,0.0537,0.0694,0.704
1.25,1.65,11.2,18.1,0.0313,0.0795,0.0281,0.0715,0.229,1.36
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.45,2.77,21.6,38.5,0.0347,0.138,0.0332,0.101,0.424,3.29
1.37,1.78,22.2,34.3,0.0248,0.112,0.0331,0.0707,0.579,2.27
1.19,1.39,20.0,25.2,0.00968,0.108,0.0359,0.0738,0.181,1.87
0.99,1.79,15.2,30.4,0.0113,0.123,0.0419,0.0986,0.277,1.25
1.31,1.68,29.2,44.8,0.0153,0.131,0.0441,0.1,0.529,2.23
1.23,1.85,24.6,42.6,0.0556,0.157,0.0454,0.144,0.683,3.88
1.22,1.57,14.4,23.4,0.0233,0.129,0.0368,0.113,0.472,2.59
1.29,1.94,25.2,34.4,0.0982,0.203,0.0378,0.0997,0.464,4.7
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.22,1.67,24.2,48.6,0.0449,0.11,0.0415,0.12,0.699,3.88
1.24,1.64,14.4,26.1,0.0326,0.138,0.0356,0.0894,0.262,1.52
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.35,2.41,21.6,38.6,0.0268,0.12,0.0328,0.111,0.425,2.0
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.23,1.6,16.5,36.3,0.0208,0.106,0.0432,0.223,0.338,2.13
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.99,2.29,26.8,34.1,0.0192,0.123,0.0331,0.0728,0.117,1.57
1.25,1.53,18.2,37.3,0.0213,0.107,0.0433,0.225,0.32,1.94
1.83,2.05,13.5,19.0,0.016,0.0814,0.0228,0.0488,0.104,1.21
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.32,1.53,21.0,30.5,0.0173,0.124,0.0358,0.0649,0.183,1.29
1.22,1.5,18.6,34.0,0.0231,0.106,0.035,0.0885,0.222,1.88
1.21,1.74,17.2,36.9,0.0304,0.147,0.0337,0.0768,0.834,6.03
1.2,1.55,16.6,25.6,0.0189,0.118,0.0365,0.115,0.168,1.58
1.33,2.32,18.2,33.1,0.0577,0.244,0.0378,0.106,0.407,2.22
1.82,2.85,27.6,47.2,0.0314,0.111,0.0311,0.11,0.527,2.18
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.76,2.75,15.6,27.6,0.0664,0.299,0.0341,0.253,0.331,2.33
1.26,1.88,23.5,35.0,0.0214,0.186,0.0428,0.146,0.268,1.49
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.32,2.13,17.3,34.4,0.0598,0.25,0.0363,0.12,0.382,3.57
1.29,2.07,10.7,16.1,0.00988,0.0839,0.0234,0.0611,0.364,1.47
1.51,1.82,17.1,23.3,0.0129,0.113,0.0288,0.0745,0.0789,1.13
1.57,1.9,26.1,36.2,0.0183,0.162,0.0371,0.107,0.203,1.31
1.29,1.84,25.0,35.4,0.0181,0.164,0.0413,0.128,0.222,1.35
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.46,2.04,23.8,33.0,0.0178,0.129,0.0317,0.058,0.211,2.03
1.24,1.47,18.4,28.1,0.0179,0.122,0.0359,0.0891,0.171,1.39
1.42,2.86,29.1,56.7,0.0702,0.187,0.0564,0.431,0.763,4.12
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.17,1.69,20.2,32.0,0.0249,0.141,0.0396,0.0929,0.0716,0.623
1.68,2.19,18.7,57.2,0.0553,0.296,0.0309,0.11,0.133,3.21
1.43,2.56,26.0,45.4,0.0699,0.139,0.0461,0.235,0.423,2.09
1.56,1.85,25.4,32.5,0.0204,0.119,0.0311,0.102,0.239,2.02
1.28,1.44,25.6,36.6,0.0137,0.13,0.0361,0.0969,0.589,3.23
1.49,1.8,21.9,29.8,0.014,0.105,0.0303,0.0572,0.41,2.91
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.42,2.33,24.7,53.9,0.0226,0.104,0.0401,0.295,0.27,1.77
1.2,1.77,19.2,40.7,0.0318,0.125,0.0407,0.162,0.417,2.19
1.38,2.9,22.9,38.1,0.0313,0.161,0.0406,0.107,0.621,3.18
1.47,1.75,29.8,48.2,0.0168,0.173,0.0342,0.0761,0.367,2.34
1.23,2.23,22.5,35.5,0.0699,0.286,0.0444,0.107,0.574,3.18
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.47,1.93,17.0,24.4,0.0161,0.112,0.0279,0.0638,0.161,1.66
1.45,2.62,16.8,30.4,0.0448,0.125,0.0343,0.0834,0.452,2.17
1.37,1.77,25.0,29.5,0.0133,0.14,0.0404,0.0916,0.163,0.999
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.89,2.51,30.3,47.3,0.0248,0.107,0.027,0.0693,0.481,1.94
1.44,1.76,30.5,55.9,0.0181,0.125,0.0468,0.205,0.161,1.47
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.43,2.15,15.9,29.5,0.0195,0.105,0.0274,0.0545,0.0932,0.676
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.26,1.57,19.6,38.0,0.0159,0.103,0.0418,0.196,0.3,2.05
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.62,2.13,22.5,36.8,0.105,0.292,0.0306,0.102,0.518,2.3
1.26,1.92,19.3,31.5,0.0363,0.119,0.0349,0.0993,0.657,2.44
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.34,1.83,18.3,25.1,0.0142,0.127,0.0304,0.0626,0.121,1.03
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.46,1.73,28.0,39.2,0.0252,0.143,0.0427,0.0892,0.3,2.5
1.41,1.77,25.0,38.2,0.0301,0.139,0.0381,0.114,0.447,2.75
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.49,1.94,26.1,40.6,0.0263,0.115,0.0386,0.0805,0.1,1.71
1.3,1.91,26.5,41.8,0.0523,0.176,0.0413,0.098,0.692,3.96
1.39,1.65,30.2,55.4,0.0175,0.135,0.0413,0.0927,0.463,2.23
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.18,1.58,22.4,37.3,0.0349,0.189,0.0402,0.105,0.548,3.17
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.39,1.62,24.2,31.4,0.0208,0.126,0.0358,0.0815,0.603,2.57
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.55,2.1,27.2,43.0,0.0365,0.103,0.0368,0.118,0.584,3.71
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.54,1.98,17.7,28.1,0.0269,0.137,0.0332,0.0812,0.193,1.34
1.36,1.79,21.1,27.5,0.0129,0.123,0.0305,0.0652,0.163,0.898
1.19,1.58,23.0,35.5,0.0396,0.179,0.0405,0.104,0.938,3.18
1.26,1.86,25.5,43.7,0.0657,0.211,0.0408,0.124,0.927,4.78
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.23,2.15,22.8,39.8,0.0292,0.126,0.0437,0.1,0.694,2.82
1.25,1.54,17.4,33.1,0.0344,0.114,0.0368,0.106,0.389,1.81
1.21,2.26,22.7,40.3,0.0293,0.162,0.0436,0.107,0.562,3.18
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.33,1.71,20.0,30.0,0.0282,0.12,0.0335,0.0711,0.27,1.81
1.34,1.65,23.3,29.7,0.0113,0.134,0.0352,0.0743,0.132,1.82
1.3,1.62,17.5,25.6,0.0093,0.107,0.0305,0.0578,0.0943,1.28
1.5,2.23,29.7,43.2,0.0222,0.139,0.0368,0.0868,0.356,1.84
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.7,2.08,14.9,27.8,0.0302,0.0941,0.024,0.0515,0.185,1.36
1.6,2.11,37.3,76.9,0.0755,0.176,0.0391,0.107,0.25,2.98
1.91,2.23,38.2,47.7,0.032,0.188,0.0337,0.0732,0.477,3.44
1.45,2.33,19.8,32.4,0.0302,0.0978,0.0343,0.0809,0.202,1.51
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
2.17,2.43,23.6,31.9,0.0228,0.105,0.0257,0.0787,0.132,1.38
1.3,1.88,21.2,52.4,0.0259,0.152,0.039,0.0917,0.567,1.65
1.36,1.85,15.0,25.5,0.0427,0.153,0.0416,0.144,0.172,1.54
0.976,1.14,21.8,28.2,0.0139,0.131,0.0455,0.0905,0.255,1.15
1.71,1.92,18.4,27.4,0.0247,0.142,0.0303,0.0734,0.157,1.23
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.79,2.34,27.2,37.5,0.0143,0.145,0.0342,0.0767,0.296,2.14
1.28,1.78,26.4,40.9,0.0495,0.186,0.0546,0.183,0.744,4.12
1.33,1.55,19.4,28.7,0.0238,0.146,0.0341,0.0792,0.147,1.38
1.4,1.62,27.6,38.1,0.0175,0.169,0.0352,0.0835,0.348,2.72
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.25,1.51,28.4,36.8,0.0119,0.148,0.0415,0.104,0.384,4.57
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.88,2.53,31.0,50.1,0.0197,0.125,0.0324,0.142,0.214,1.18
1.72,2.02,21.7,31.9,0.0292,0.111,0.0274,0.108,0.26,2.05
1.21,1.74,18.9,45.2,0.00961,0.0842,0.0349,0.103,0.913,6.52
1.38,2.01,25.2,51.9,0.0245,0.111,0.0351,0.0863,0.298,3.14
2.12,3.07,26.3,39.2,0.0114,0.1,0.0253,0.0507,0.476,2.58
1.31,1.86,27.2,41.7,0.017,0.148,0.0412,0.125,0.293,1.6
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.3,1.95,20.0,34.3,0.021,0.104,0.0348,0.0803,0.268,1.81
1.6,2.49,24.3,36.0,0.0119,0.133,0.0324,0.0634,0.0654,0.695
1.2,1.55,30.2,53.8,0.0344,0.196,0.0506,0.128,0.652,4.12
1.36,1.73,21.7,34.5,0.0205,0.113,0.0393,0.0923,0.239,1.75
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.36,1.55,22.1,35.0,0.0161,0.106,0.0338,0.07,0.248,3.15
1.56,1.78,20.1,28.7,0.0177,0.114,0.0354,0.104,0.117,1.34
1.3,1.52,23.2,33.0,0.0224,0.134,0.0374,0.086,0.127,1.36
1.3,1.6,20.4,26.3,0.0134,0.116,0.0347,0.0738,0.2,1.33
1.22,1.5,18.6,34.0,0.0231,0.106,0.035,0.0885,0.222,1.88
1.31,1.52,20.8,27.7,0.0141,0.121,0.0356,0.0648,0.175,1.29
1.24,1.54,22.6,55.4,0.0559,0.178,0.0391,0.115,0.547,2.03
1.47,1.94,18.2,29.9,0.0147,0.112,0.0287,0.0563,0.09,1.22
1.62,2.22,23.6,38.4,0.0264,0.0998,0.03,0.0684,0.611,2.16
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.88,2.38,23.2,34.5,0.0205,0.107,0.0302,0.0737,0.112,1.14
1.82,2.14,38.6,49.9,0.0234,0.15,0.0361,0.0877,0.395,3.18
1.26,2.1,20.9,35.8,0.0451,0.124,0.036,0.103,0.836,3.39
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.2,1.79,21.8,34.0,0.0122,0.134,0.039,0.0795,0.191,1.49
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.19,1.5,16.5,25.0,0.0201,0.123,0.0354,0.0803,0.188,1.43
1.16,1.54,24.4,39.6,0.0422,0.186,0.0438,0.103,0.697,4.12
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.29,1.77,17.5,23.7,0.0211,0.109,0.0321,0.0629,0.0935,0.651
1.3,1.61,21.0,38.0,0.0234,0.119,0.0326,0.111,0.4,2.0
1.45,1.98,20.1,28.8,0.0271,0.112,0.0311,0.0599,0.184,1.87
1.57,1.94,21.4,35.4,0.0266,0.0986,0.0335,0.0971,0.323,1.74
1.47,1.91,12.8,20.2,0.0115,0.102,0.0347,0.0641,0.132,0.824
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.26,1.88,23.5,35.0,0.0214,0.186,0.0428,0.146,0.268,1.49
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.73,2.74,13.6,22.0,0.0178,0.081,0.0238,0.127,0.0899,1.53
1.23,1.6,16.5,36.3,0.0208,0.106,0.0432,0.223,0.338,2.13
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.58,3.19,22.8,42.0,0.037,0.119,0.0313,0.105,0.492,2.11
1.48,1.68,39.7,52.6,0.0152,0.14,0.0384,0.085,0.212,1.33
1.57,2.24,23.5,52.7,0.0133,0.167,0.048,0.29,0.308,1.89
1.37,1.78,22.2,40.5,0.0742,0.156,0.0331,0.148,1.23,4.47
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.53,1.68,18.6,26.7,0.0168,0.116,0.0336,0.101,0.135,1.44
