Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
1.7,2.07,14.7,27.4,0.021,0.0941,0.0238,0.0514,0.182,1.35
1.09,1.94,6.4,13.9,0.0246,0.104,0.0263,0.067,0.121,1.85
1.68,1.97,13.4,19.5,0.0252,0.0942,0.0233,0.0489,0.153,1.56
1.57,1.92,9.3,13.6,0.0141,0.0832,0.0221,0.07,0.125,0.948
1.45,2.21,9.43,14.3,0.0128,0.0814,0.0205,0.0437,0.122,1.46
1.12,1.58,8.57,11.2,0.00839,0.0974,0.0275,0.0588,0.0542,0.672
1.29,1.5,8.83,12.4,0.0109,0.0841,0.021,0.0464,0.31,1.26
1.46,1.81,7.95,12.0,0.0204,0.105,0.023,0.17,0.297,1.32
1.05,1.72,8.61,45.1,0.0856,0.408,0.0317,0.131,0.245,3.34
1.26,1.73,7.35,12.1,0.00734,0.0783,0.024,0.0751,0.0349,0.515
1.63,1.85,18.5,24.3,0.0239,0.0979,0.0281,0.109,0.151,1.13
1.39,1.85,11.2,26.3,0.0131,0.0864,0.0245,0.0669,0.216,2.38
1.27,1.58,9.7,17.7,0.0423,0.0915,0.0237,0.0986,0.261,1.89
1.39,2.21,23.0,42.0,0.0263,0.175,0.0362,0.0962,0.21,1.83
1.19,1.36,12.5,16.2,0.00933,0.0989,0.0264,0.0563,0.159,1.15
1.26,1.89,10.9,19.8,0.0193,0.102,0.0229,0.046,0.194,0.883
1.4,1.73,12.4,15.3,0.011,0.128,0.0291,0.0833,0.1,0.781
1.59,1.95,20.3,33.0,0.053,0.152,0.035,0.147,0.406,1.83
1.4,1.68,17.1,24.7,0.0413,0.106,0.0352,0.103,0.351,1.39
1.87,2.4,5.64,10.2,0.0139,0.0656,0.015,0.0512,0.0641,1.06
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
1.73,1.95,26.7,39.5,0.0437,0.168,0.0313,0.0609,0.484,4.82
1.29,2.68,7.4,11.7,0.0511,0.26,0.0279,0.0887,0.302,1.62
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.27,1.83,12.8,16.1,0.0419,0.154,0.0327,0.117,0.14,1.16
1.32,1.95,17.7,27.1,0.0993,0.169,0.032,0.064,0.263,2.21
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.85,2.2,8.59,12.6,0.0108,0.0777,0.0181,0.0332,0.045,0.389
1.21,2.49,9.71,15.9,0.0463,0.152,0.0717,0.384,0.166,1.36
1.98,2.8,4.06,9.82,0.029,0.0748,0.0114,0.0313,0.395,1.03
1.45,1.78,10.5,13.8,0.00851,0.0878,0.0222,0.0467,0.174,1.42
1.1,1.38,15.1,18.8,0.0115,0.111,0.0315,0.0634,0.208,1.66
1.36,1.82,14.5,22.0,0.0126,0.108,0.0286,0.143,0.0464,0.917
1.26,1.75,11.7,19.2,0.0126,0.117,0.0238,0.0529,0.144,1.27
1.69,2.83,9.93,21.6,0.0217,0.0951,0.0249,0.18,0.135,1.11
1.25,1.99,17.3,21.5,0.0275,0.119,0.0355,0.0762,0.119,0.876
1.79,2.78,4.74,10.7,0.029,0.0995,0.0127,0.0566,0.171,1.11
2.7,3.04,13.6,17.6,0.0068,0.0763,0.0345,0.0751,0.148,0.77
1.22,1.73,8.76,13.0,0.0106,0.0858,0.0225,0.0492,0.285,1.61
1.6,1.98,12.3,15.5,0.00828,0.106,0.0227,0.0411,0.0325,0.698
1.59,3.12,18.0,31.1,0.0352,0.115,0.0282,0.0736,0.298,1.32
1.24,2.01,17.0,21.0,0.0126,0.118,0.0356,0.0762,0.107,0.906
1.34,1.76,15.1,21.9,0.0433,0.104,0.0305,0.119,0.28,1.35
1.12,1.68,14.9,21.5,0.0256,0.107,0.0329,0.0773,0.349,1.36
1.53,1.74,7.78,14.0,0.00919,0.066,0.0185,0.0407,0.237,0.939
1.09,1.72,7.19,11.5,0.0255,0.109,0.0319,0.198,0.36,1.39
1.24,1.88,9.86,15.3,0.0256,0.0835,0.0217,0.0445,0.184,1.13
1.09,1.52,6.75,9.65,0.0122,0.0735,0.029,0.0887,0.309,1.63
1.12,1.55,6.8,11.3,0.00715,0.0861,0.0224,0.0696,0.112,0.537
1.83,2.28,15.5,23.1,0.00818,0.101,0.0231,0.0487,0.0348,0.685
1.73,2.64,5.05,10.3,0.0666,0.123,0.0181,0.149,0.194,1.22
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.83,2.12,14.8,19.4,0.0103,0.118,0.0215,0.0529,0.0196,0.258
1.16,1.73,11.1,24.2,0.0232,0.166,0.0228,0.0896,0.503,2.06
1.41,2.74,19.0,34.9,0.0716,0.18,0.0384,0.171,0.52,2.01
1.45,1.88,7.7,14.0,0.0178,0.066,0.024,0.0883,0.276,1.03
1.23,1.79,15.0,19.3,0.0309,0.11,0.0303,0.0613,0.15,0.797
1.29,2.11,10.3,18.8,0.04,0.13,0.0278,0.0545,0.176,1.18
1.6,1.88,21.8,35.0,0.0245,0.11,0.0331,0.0736,0.239,1.59
1.17,1.64,11.4,24.3,0.0142,0.0868,0.0307,0.138,0.294,1.51
1.13,1.65,8.94,11.3,0.00871,0.0837,0.0232,0.0472,0.11,1.24
1.36,2.21,9.62,14.0,0.0176,0.101,0.0263,0.0576,0.149,0.901
1.43,2.05,5.67,11.2,0.0188,0.0696,0.0185,0.0936,0.0472,0.506
1.67,1.92,12.5,18.4,0.0143,0.0845,0.0189,0.0748,0.0668,1.54
1.1,1.32,13.3,18.0,0.00751,0.0881,0.0298,0.078,0.269,1.01
1.68,2.0,16.0,19.8,0.0109,0.109,0.0245,0.0467,0.17,0.75
1.12,1.6,8.86,15.5,0.00785,0.0771,0.0248,0.0474,0.0855,1.05
2.46,3.28,9.75,15.6,0.0063,0.0724,0.0685,0.13,0.216,0.912
1.22,1.53,17.6,25.9,0.0172,0.112,0.0346,0.0709,0.102,1.35
1.75,1.96,18.1,21.2,0.00959,0.113,0.0266,0.0541,0.221,1.08
1.2,1.88,9.28,17.4,0.0284,0.0925,0.0283,0.0587,0.115,1.45
1.17,1.79,20.5,24.4,0.0126,0.138,0.0379,0.0783,0.203,1.47
1.14,1.47,11.5,15.6,0.016,0.0947,0.0328,0.0702,0.156,0.992
1.26,1.79,7.83,14.0,0.0124,0.0775,0.0232,0.0482,0.0674,0.922
1.17,1.57,14.1,28.7,0.0107,0.114,0.0371,0.113,0.0531,0.729
1.32,2.03,16.7,28.7,0.00941,0.103,0.0296,0.0633,0.295,3.29
1.23,1.37,24.6,30.4,0.0126,0.137,0.0428,0.0856,0.137,1.04
1.68,1.95,12.8,18.4,0.0169,0.084,0.0185,0.0743,0.142,1.54
1.07,1.88,6.54,10.7,0.0114,0.0541,0.0337,0.0964,0.387,1.47
1.46,2.2,13.8,28.9,0.025,0.101,0.0304,0.103,0.14,1.28
1.15,1.5,15.5,20.0,0.0719,0.244,0.0309,0.0728,0.282,1.26
1.43,1.61,9.72,15.4,0.0106,0.0875,0.0247,0.0447,0.156,0.759
1.22,1.66,7.3,10.2,0.0197,0.0764,0.0273,0.086,0.3,1.57
1.11,1.48,9.33,13.0,0.00918,0.0947,0.027,0.0487,0.0621,0.918
1.79,1.93,25.4,39.8,0.0177,0.14,0.0329,0.0676,0.138,3.06
1.49,1.69,7.89,11.0,0.00683,0.0774,0.0214,0.0583,0.174,1.47
1.72,2.07,11.3,22.3,0.0147,0.1,0.0232,0.161,0.0755,0.849
1.27,2.51,18.7,37.6,0.1,0.279,0.0407,0.171,0.535,2.11
1.68,2.55,5.35,17.0,0.019,0.111,0.0174,0.0662,0.338,1.32
1.54,2.14,18.8,50.3,0.0325,0.0942,0.0396,0.147,0.17,1.64
1.28,1.58,14.1,19.7,0.00849,0.102,0.0264,0.0528,0.0891,1.27
1.2,1.76,7.8,12.2,0.0271,0.102,0.0245,0.0559,0.103,0.811
1.07,1.74,17.5,32.5,0.0124,0.124,0.0375,0.0842,0.261,1.23
1.15,1.51,12.3,20.6,0.0186,0.117,0.035,0.105,0.14,1.03
1.18,1.71,9.99,14.9,0.0313,0.0822,0.0304,0.08,0.0845,0.691
1.12,1.81,7.77,11.2,0.00965,0.0648,0.029,0.0965,0.285,1.25
1.85,3.57,8.92,16.0,0.0213,0.0663,0.0175,0.043,0.293,1.1
1.6,2.54,4.28,9.69,0.027,0.1,0.0129,0.0567,0.0944,1.16
1.82,2.43,7.0,8.5,0.00805,0.0679,0.0154,0.0395,0.034,0.464
1.65,2.39,11.9,19.3,0.0202,0.0828,0.0233,0.0918,0.337,1.78
1.27,1.52,8.28,12.1,0.0111,0.0828,0.0217,0.0537,0.35,1.4
1.44,2.04,12.2,17.9,0.0368,0.0839,0.0265,0.0608,0.204,1.3
1.95,2.26,11.5,22.0,0.0523,0.105,0.0203,0.0562,0.0346,0.914
1.17,2.32,10.1,28.3,0.075,0.24,0.0323,0.11,0.241,2.73
1.19,1.41,9.18,15.5,0.00938,0.0835,0.0221,0.0583,0.339,1.48
1.61,2.06,10.6,22.4,0.0609,0.177,0.0322,0.194,0.163,1.14
1.35,2.48,11.7,20.5,0.0104,0.103,0.0238,0.0518,0.112,1.05
1.17,1.59,9.54,15.7,0.00785,0.0771,0.025,0.058,0.0738,1.0
1.47,1.93,21.0,42.5,0.0153,0.134,0.0343,0.104,0.418,6.18
2.22,2.5,13.5,17.9,0.0123,0.0946,0.0261,0.0605,0.0355,0.283
1.59,2.08,13.0,17.4,0.0114,0.0879,0.0267,0.0604,0.0457,0.485
1.63,1.82,12.9,15.4,0.00806,0.102,0.0249,0.0508,0.0576,0.855
1.79,2.13,18.9,29.6,0.00899,0.106,0.0271,0.0552,0.24,3.14
2.09,2.41,8.5,10.8,0.00981,0.107,0.0144,0.0284,0.03,0.258
1.27,1.73,13.7,23.3,0.0879,0.175,0.0305,0.0575,0.0586,0.516
1.35,1.8,10.1,14.3,0.00759,0.0914,0.0245,0.0567,0.122,0.736
1.18,1.41,7.83,12.5,0.00947,0.0783,0.0241,0.0517,0.068,0.752
1.41,3.03,10.4,26.0,0.0806,0.317,0.0288,0.079,0.208,1.87
1.45,2.48,8.6,21.1,0.0555,0.168,0.022,0.0786,0.167,1.57
1.34,1.61,8.1,21.1,0.0373,0.156,0.0217,0.0509,0.184,2.41
1.67,2.32,9.52,12.9,0.00829,0.0801,0.0216,0.0693,0.0488,0.653
1.34,1.66,11.5,16.5,0.00934,0.0949,0.0241,0.0727,0.0288,0.366
1.68,1.84,6.13,7.96,0.00514,0.0601,0.016,0.0355,0.0249,0.266
1.28,1.53,22.5,34.0,0.0377,0.151,0.0448,0.119,0.132,1.52
1.67,2.07,14.1,19.9,0.0171,0.132,0.0228,0.0631,0.25,1.08
1.24,1.51,23.0,41.9,0.0293,0.122,0.0397,0.125,0.336,2.26
1.17,1.55,8.41,11.8,0.00863,0.0785,0.0255,0.0568,0.0871,0.936
1.59,2.06,10.8,22.3,0.0276,0.096,0.0285,0.192,0.265,2.23
1.88,2.41,7.35,8.64,0.00784,0.068,0.0143,0.0284,0.0284,0.44
1.75,2.62,15.3,28.5,0.0706,0.212,0.0257,0.0904,0.229,1.56
1.7,1.88,14.2,22.1,0.0177,0.0973,0.0237,0.0509,0.19,1.07
1.64,2.41,20.6,30.8,0.0551,0.167,0.0347,0.444,0.866,4.45
1.21,1.79,16.2,23.6,0.0607,0.127,0.0324,0.125,0.306,1.27
1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.47,1.72,22.8,36.4,0.0599,0.178,0.0276,0.0637,1.01,4.29
1.69,2.15,25.8,39.6,0.0512,0.145,0.0252,0.0593,0.893,4.08
1.52,1.9,20.5,32.9,0.0549,0.151,0.0348,0.126,0.416,1.84
1.25,1.79,23.0,34.6,0.0827,0.172,0.0411,0.124,0.172,1.24
1.91,2.13,21.8,28.4,0.0123,0.116,0.0264,0.0612,0.0639,0.49
1.15,1.46,6.88,10.1,0.00702,0.0835,0.0242,0.0632,0.197,1.57
2.03,2.48,9.51,15.6,0.019,0.0743,0.0188,0.0383,0.0224,0.308
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.6,2.06,9.68,21.4,0.0217,0.096,0.0253,0.195,0.119,1.11
1.75,2.68,15.2,27.4,0.0236,0.0774,0.0236,0.0514,0.213,1.36
1.06,1.62,15.7,27.3,0.0448,0.107,0.0355,0.212,0.375,2.49
1.41,2.39,16.5,29.5,0.0391,0.112,0.0321,0.0841,0.341,1.9
1.57,1.83,12.0,17.9,0.0194,0.0849,0.0229,0.0583,0.13,1.32
1.69,2.27,11.5,41.8,0.095,0.304,0.0222,0.0891,0.102,0.646
1.58,2.2,20.2,29.1,0.0361,0.121,0.0299,0.065,0.263,1.87
1.68,2.14,14.3,19.4,0.037,0.102,0.0198,0.0813,0.239,1.62
2.17,2.71,29.6,37.5,0.0603,0.142,0.0322,0.0974,0.446,1.72
1.18,1.45,27.1,41.8,0.0358,0.198,0.0437,0.109,0.597,3.84
1.2,1.47,18.9,31.7,0.0293,0.138,0.0366,0.0855,0.198,1.68
1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.21,2.47,18.3,38.7,0.011,0.105,0.0334,0.0888,0.352,4.32
1.2,2.5,17.4,38.8,0.019,0.0905,0.0315,0.0799,0.5,4.45
1.17,2.1,20.1,34.2,0.119,0.289,0.0438,0.151,0.705,2.33
1.97,2.94,11.8,19.9,0.0278,0.133,0.0189,0.0448,0.0997,1.07
1.92,2.54,11.6,17.6,0.0161,0.0649,0.0184,0.066,0.146,2.01
1.13,1.46,19.2,23.9,0.0103,0.118,0.0383,0.0688,0.157,0.942
1.1,1.72,10.3,15.9,0.0198,0.0856,0.029,0.0629,0.374,2.29
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.72,2.06,15.5,28.1,0.0262,0.0921,0.0231,0.0515,0.235,1.24
1.02,1.28,12.9,24.3,0.0142,0.0984,0.039,0.096,0.381,1.62
1.64,1.97,18.7,30.5,0.0135,0.099,0.0288,0.0686,0.105,1.14
1.06,1.74,10.9,15.4,0.0154,0.0949,0.0262,0.0522,1.04,3.0
1.72,2.0,18.8,29.7,0.0129,0.0971,0.0235,0.0498,0.635,2.97
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.57,1.86,16.5,20.0,0.022,0.106,0.0274,0.0533,0.121,0.7
1.62,2.49,36.7,51.5,0.018,0.127,0.0398,0.107,0.675,3.98
1.83,2.06,13.2,17.9,0.013,0.0939,0.0204,0.0434,0.0321,0.291
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.39,2.0,22.4,40.6,0.0555,0.193,0.0351,0.117,0.38,2.0
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.86,2.17,25.5,35.8,0.0365,0.118,0.0321,0.347,0.606,3.98
1.27,2.45,18.2,38.6,0.0106,0.102,0.0318,0.0746,0.351,4.32
1.32,1.52,12.8,20.4,0.0172,0.117,0.0282,0.0821,0.262,1.37
1.39,1.8,22.9,30.6,0.0205,0.126,0.0406,0.129,0.483,3.02
1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
1.33,1.64,15.8,22.3,0.0225,0.116,0.0288,0.0585,0.164,1.44
1.22,2.05,8.46,17.0,0.0245,0.104,0.0242,0.0591,0.255,2.12
1.38,1.68,19.1,24.8,0.0258,0.104,0.0351,0.0875,0.276,1.39
1.31,1.71,15.3,23.5,0.0263,0.111,0.0316,0.112,0.188,1.32
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.19,1.6,18.6,34.9,0.0575,0.147,0.0378,0.175,0.456,1.99
1.26,1.82,24.6,32.4,0.0456,0.12,0.0378,0.112,0.521,1.82
1.29,1.55,11.4,14.7,0.0102,0.103,0.0233,0.0519,0.111,1.05
0.99,1.79,15.2,30.4,0.0113,0.123,0.0419,0.0986,0.277,1.25
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.55,2.02,17.3,23.6,0.0154,0.0826,0.0245,0.0697,0.239,1.26
1.32,1.94,18.1,27.7,0.0326,0.111,0.0313,0.0641,0.185,2.11
1.4,1.67,10.5,20.8,0.0132,0.0846,0.025,0.0721,0.0586,0.926
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.4,1.87,22.2,31.5,0.0717,0.131,0.0398,0.122,0.559,1.98
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.42,2.24,7.42,13.7,0.0128,0.066,0.0198,0.0484,0.279,1.04
1.18,1.41,7.57,12.5,0.00707,0.0799,0.0233,0.0518,0.0691,0.743
1.53,2.33,20.2,33.4,0.061,0.179,0.0361,0.172,0.482,1.94
1.7,1.88,14.2,22.1,0.0177,0.0973,0.0237,0.0509,0.19,1.07
1.4,2.11,11.4,16.3,0.0104,0.0941,0.0282,0.0885,0.0612,0.567
1.24,1.66,8.92,41.2,0.0207,0.171,0.026,0.112,0.111,0.737
1.44,1.7,17.9,25.5,0.0356,0.108,0.0347,0.0903,0.321,1.36
1.37,2.56,12.5,25.5,0.0777,0.343,0.0399,0.147,0.155,1.64
1.19,1.48,19.5,31.7,0.0505,0.169,0.0386,0.158,0.412,2.0
1.16,1.87,7.17,11.7,0.0325,0.102,0.0271,0.195,0.355,1.43
1.4,2.32,11.9,28.7,0.0116,0.0834,0.0272,0.218,0.23,1.53
1.66,2.07,15.6,20.8,0.0226,0.0774,0.0214,0.0699,0.202,1.6
1.51,1.68,31.7,38.1,0.0193,0.116,0.0413,0.0841,0.232,1.23
1.4,1.63,17.6,24.8,0.0387,0.114,0.0366,0.0935,0.337,1.36
1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
1.21,2.16,9.95,15.1,0.0178,0.0807,0.0307,0.0818,0.0492,0.644
1.07,1.46,12.5,16.8,0.0146,0.112,0.0334,0.0694,0.141,1.03
1.27,1.52,8.28,12.1,0.0111,0.0828,0.0217,0.0537,0.35,1.4
1.52,2.83,9.98,16.5,0.0167,0.0759,0.0213,0.0689,0.157,1.06
1.25,1.6,18.3,26.3,0.0156,0.104,0.0296,0.0722,0.404,1.76
1.45,2.35,12.5,22.9,0.0318,0.0866,0.0389,0.146,0.215,1.63
1.46,2.06,23.6,37.9,0.0708,0.213,0.0341,0.0665,0.215,1.39
1.36,1.65,10.6,17.2,0.022,0.0843,0.0237,0.057,0.162,1.44
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.6,2.06,9.68,21.4,0.0217,0.096,0.0253,0.195,0.119,1.11
1.54,2.89,24.2,44.7,0.0917,0.167,0.0415,0.126,0.803,2.44
1.13,1.69,20.1,33.0,0.0817,0.148,0.0429,0.146,0.672,2.23
1.19,1.69,18.6,31.5,0.0319,0.136,0.0349,0.0993,0.651,2.44
1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
1.5,1.81,9.98,15.0,0.00746,0.0916,0.0242,0.0649,0.0833,0.941
1.3,2.93,9.71,19.6,0.0421,0.219,0.0247,0.0488,0.168,1.3
1.39,2.1,21.9,36.9,0.0714,0.156,0.0303,0.094,1.18,4.46
1.36,2.53,16.5,25.3,0.0451,0.107,0.0376,0.105,0.389,1.47
1.32,1.71,17.3,26.3,0.0389,0.127,0.037,0.0999,0.34,1.43
1.5,2.51,19.2,29.8,0.0237,0.101,0.0324,0.0678,0.266,1.44
1.24,2.0,8.44,14.1,0.0137,0.077,0.025,0.0566,0.116,1.32
1.27,2.06,9.01,16.0,0.0212,0.0848,0.0228,0.0517,0.128,1.18
2.01,2.34,9.96,13.4,0.0125,0.0789,0.021,0.0396,0.0435,0.497
1.34,1.86,9.26,13.2,0.0105,0.0943,0.0216,0.05,0.256,1.57
1.14,1.4,15.7,20.9,0.014,0.113,0.0335,0.0794,0.371,2.44
1.67,2.13,10.1,17.8,0.0112,0.108,0.0243,0.0731,0.215,1.2
1.3,2.0,12.9,18.1,0.0237,0.104,0.0307,0.0691,0.132,1.44
1.13,1.36,11.0,15.8,0.0779,0.0977,0.0312,0.0634,0.142,1.05
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
1.39,2.9,15.2,28.7,0.0328,0.131,0.0347,0.0881,0.278,1.5
1.35,1.59,7.18,13.7,0.0101,0.066,0.0192,0.0481,0.28,1.04
1.46,2.07,17.5,30.2,0.0216,0.104,0.0293,0.0593,0.106,0.656
1.27,1.6,17.9,29.8,0.0645,0.227,0.0386,0.499,0.996,4.57
1.71,2.06,15.4,28.0,0.0358,0.116,0.0255,0.0514,0.198,1.35
1.56,1.86,7.84,14.1,0.00969,0.0676,0.0186,0.0517,0.237,0.931
1.28,1.45,8.68,11.9,0.0129,0.111,0.0242,0.0531,0.0739,0.578
1.33,1.63,15.2,19.7,0.0185,0.121,0.0294,0.0781,0.0999,0.557
1.42,1.85,19.4,32.1,0.0558,0.163,0.0374,0.119,0.437,1.94
1.63,1.83,14.4,20.1,0.0102,0.117,0.0303,0.0921,0.043,0.745
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.25,1.61,13.7,19.2,0.00784,0.0962,0.0298,0.0556,0.0745,0.971
2.14,2.38,23.1,28.2,0.017,0.101,0.0208,0.0599,0.356,1.29
1.28,2.0,17.9,31.8,0.0517,0.0995,0.0549,0.523,0.359,2.33
1.89,2.24,11.3,15.9,0.0129,0.0884,0.0179,0.0467,0.0699,1.06
1.59,1.83,19.6,26.3,0.0272,0.11,0.0291,0.0768,0.244,1.58
1.55,1.73,19.6,25.4,0.0177,0.117,0.0291,0.0653,0.24,1.87
1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
1.16,1.65,15.4,23.5,0.0278,0.122,0.0325,0.0758,0.383,1.59
1.1,1.68,12.0,16.8,0.0338,0.104,0.0329,0.0827,0.171,0.995
1.33,3.16,17.1,34.8,0.0405,0.192,0.0316,0.111,0.617,3.43
1.33,3.1,19.2,43.6,0.0797,0.163,0.0458,0.21,0.533,2.12
1.68,2.14,14.3,19.4,0.037,0.102,0.0198,0.0813,0.239,1.62
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.4,1.89,22.1,38.1,0.0798,0.207,0.0351,0.0871,1.14,4.47
1.29,1.6,19.9,35.8,0.0245,0.11,0.039,0.118,0.204,0.996
1.3,1.82,7.43,11.5,0.00773,0.0891,0.0246,0.135,0.186,1.52
1.64,2.15,12.2,16.2,0.0217,0.0946,0.0239,0.089,0.281,1.85
1.14,1.63,17.4,31.4,0.0739,0.193,0.0412,0.171,0.529,2.12
1.89,2.24,11.3,15.8,0.0115,0.0856,0.018,0.0422,0.0786,1.07
1.46,2.12,17.9,28.9,0.0167,0.103,0.0289,0.0635,0.336,3.28
1.08,1.56,19.1,29.8,0.0988,0.168,0.0445,0.152,0.719,2.34
2.02,2.28,17.7,28.5,0.0191,0.0964,0.0284,0.0522,0.108,1.18
1.09,1.72,6.9,11.5,0.0225,0.102,0.0269,0.198,0.352,1.42
1.64,1.97,17.3,21.0,0.0169,0.0898,0.0235,0.0566,0.154,1.41
1.68,2.1,13.4,19.9,0.0252,0.11,0.0245,0.0643,0.167,2.39
1.6,2.06,9.68,21.4,0.0217,0.096,0.0253,0.195,0.119,1.11
1.82,2.04,18.4,28.7,0.013,0.0961,0.0273,0.0589,0.0714,1.13
1.17,1.36,22.4,30.8,0.022,0.12,0.0367,0.11,0.279,2.35
1.8,2.05,17.0,26.7,0.0142,0.0829,0.0245,0.0584,0.0946,1.1
1.65,2.04,15.6,20.5,0.0252,0.0869,0.0219,0.0642,0.198,1.48
1.67,2.15,13.1,19.3,0.0205,0.123,0.0214,0.0753,0.3,1.1
1.21,1.66,14.7,19.5,0.0231,0.121,0.0307,0.0782,0.147,0.921
1.9,2.21,15.2,24.1,0.023,0.0942,0.0217,0.0517,0.11,0.94
1.37,1.79,20.4,37.3,0.0179,0.122,0.0353,0.151,0.105,1.4
1.21,1.66,14.7,19.5,0.0231,0.121,0.0307,0.0782,0.147,0.921
1.34,1.58,20.0,30.0,0.0154,0.112,0.0352,0.0844,0.109,0.852
1.63,2.03,18.6,24.8,0.0257,0.106,0.0272,0.0865,0.17,1.2
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.36,1.71,16.6,23.2,0.0171,0.105,0.0294,0.0725,0.467,1.72
1.74,2.54,14.0,27.2,0.029,0.109,0.0243,0.0754,0.292,1.09
0.988,1.32,8.41,13.4,0.00798,0.0808,0.0274,0.0508,0.173,0.944
1.24,1.66,8.92,41.2,0.0207,0.171,0.026,0.112,0.111,0.737
1.94,2.19,15.8,23.0,0.0163,0.0959,0.0255,0.065,0.133,0.88
1.09,1.52,6.75,9.65,0.0122,0.0735,0.029,0.0887,0.309,1.63
1.45,1.96,8.18,11.4,0.00997,0.0635,0.0267,0.0914,0.308,1.33
1.22,1.73,8.76,13.0,0.0106,0.0858,0.0225,0.0492,0.285,1.61
1.19,1.58,9.38,14.6,0.011,0.0931,0.0245,0.051,0.0875,0.816
1.52,2.01,10.7,16.9,0.0185,0.0875,0.0288,0.147,0.195,1.36
1.32,1.73,9.13,12.2,0.00827,0.0889,0.024,0.0536,0.0714,0.908
1.28,2.07,19.6,33.3,0.0389,0.113,0.0351,0.0993,0.665,2.74
1.7,2.05,15.7,27.7,0.0177,0.0982,0.0239,0.0519,0.138,1.29
1.28,1.62,20.6,37.1,0.14,0.254,0.0418,0.136,0.413,1.98
1.16,1.67,6.82,13.3,0.0268,0.092,0.0264,0.105,0.165,1.12
1.22,1.47,13.0,18.0,0.0318,0.101,0.0263,0.0542,0.208,1.15
1.22,1.5,8.24,16.5,0.00832,0.0712,0.0261,0.0835,0.124,0.943
1.78,2.5,15.0,21.5,0.0367,0.102,0.021,0.0813,0.236,1.61
2.01,2.37,20.0,25.8,0.0242,0.0942,0.0278,0.0596,0.149,1.36
1.91,2.28,12.0,15.6,0.012,0.0863,0.0189,0.0385,0.0116,0.15
1.15,1.58,13.2,19.0,0.00762,0.0927,0.0309,0.0593,0.0836,1.1
1.3,1.68,26.5,40.3,0.0385,0.172,0.0435,0.109,0.628,4.0
2.01,2.29,20.3,26.2,0.0125,0.0922,0.0259,0.0511,0.0604,0.927
1.8,2.16,9.55,12.8,0.0111,0.0775,0.0188,0.037,0.0205,0.428
1.86,2.31,9.81,17.3,0.0112,0.0787,0.0166,0.0376,0.0266,0.511
1.08,1.39,8.23,12.6,0.0109,0.0935,0.0277,0.109,0.144,1.02
1.46,1.6,12.4,15.6,0.0117,0.1,0.0293,0.0658,0.154,1.02
1.47,2.36,24.5,43.0,0.056,0.204,0.0336,0.083,0.187,2.01
1.26,1.7,10.6,17.9,0.0271,0.0724,0.0254,0.0658,0.25,1.41
1.15,1.52,15.4,22.8,0.0197,0.0992,0.0287,0.0838,0.544,1.83
1.22,1.59,7.72,21.0,0.0157,0.0782,0.0261,0.0975,0.0986,0.552
0.928,1.5,8.75,24.0,0.017,0.0986,0.0291,0.0708,0.251,2.73
1.81,1.99,14.1,18.5,0.0137,0.0884,0.024,0.0533,0.0231,0.219
