participant,soundscape,masker,stimulus_index,time_taken,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
ARAUS_00555,R0010_segment_binaural_44100_2.wav,bird_00075.wav,33,74.411,1.32,1.95,17.7,27.1,0.0993,0.169,0.032,0.064,0.263,2.21
ARAUS_00555,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,63.576,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_20015,S0060_1min_SQobold_bin_44100_2.wav,bird_20021.wav,28,52.518,1.85,2.2,8.59,12.6,0.0108,0.0777,0.0181,0.0332,0.045,0.389
ARAUS_20039,S0028_1min_SQobold_bin_44100_2.wav,bird_20019.wav,17,54.967,1.21,2.49,9.71,15.9,0.0463,0.152,0.0717,0.384,0.166,1.36
ARAUS_20047,S0055_1min_SQobold_bin_44100_2.wav,bird_20024.wav,22,50.341,1.98,2.8,4.06,9.82,0.029,0.0748,0.0114,0.0313,0.395,1.03
ARAUS_00032,R0020_segment_binaural_44100_2.wav,water_00020.wav,33,44.094,1.45,1.78,10.5,13.8,0.00851,0.0878,0.0222,0.0467,0.174,1.42
ARAUS_00082,R0040_segment_binaural_44100_2.wav,silence_00002.wav,19,57.616,1.1,1.38,15.1,18.8,0.0115,0.111,0.0315,0.0634,0.208,1.66
ARAUS_00086,R0080_segment_binaural_44100_2.wav,wind_00027.wav,37,40.278,1.36,1.82,14.5,22.0,0.0126,0.108,0.0286,0.143,0.0464,0.917
ARAUS_00086,R0046_segment_binaural_44100_1.wav,traffic_00029.wav,39,37.216,1.26,1.75,11.7,19.2,0.0126,0.117,0.0238,0.0529,0.144,1.27
ARAUS_00086,R0080_segment_binaural_44100_2.wav,bird_00013.wav,40,44.031,1.69,2.83,9.93,21.6,0.0217,0.0951,0.0249,0.18,0.135,1.11
ARAUS_00086,R0092_segment_binaural_44100_1.wav,bird_00044.wav,43,45.126,1.25,1.99,17.3,21.5,0.0275,0.119,0.0355,0.0762,0.119,0.876
ARAUS_00088,R0051_segment_binaural_44100_1.wav,bird_00060.wav,3,60.153,1.79,2.78,4.74,10.7,0.029,0.0995,0.0127,0.0566,0.171,1.11
ARAUS_00088,R0024_segment_binaural_44100_2.wav,water_00025.wav,35,45.288,2.7,3.04,13.6,17.6,0.0068,0.0763,0.0345,0.0751,0.148,0.77
ARAUS_00117,R0020_segment_binaural_44100_2.wav,silence_00002.wav,26,49.935,1.22,1.73,8.76,13.0,0.0106,0.0858,0.0225,0.0492,0.285,1.61
ARAUS_00117,R0082_segment_binaural_44100_1.wav,wind_00025.wav,41,52.199,1.6,1.98,12.3,15.5,0.00828,0.106,0.0227,0.0411,0.0325,0.698
ARAUS_00148,R0012_segment_binaural_44100_2.wav,bird_00051.wav,2,116.528,1.59,3.12,18.0,31.1,0.0352,0.115,0.0282,0.0736,0.298,1.32
ARAUS_00186,R0092_segment_binaural_44100_1.wav,silence_00001.wav,3,52.373,1.24,2.01,17.0,21.0,0.0126,0.118,0.0356,0.0762,0.107,0.906
ARAUS_00186,R0081_segment_binaural_44100_1.wav,bird_00040.wav,25,48.716,1.34,1.76,15.1,21.9,0.0433,0.104,0.0305,0.119,0.28,1.35
ARAUS_00223,R0012_segment_binaural_44100_1.wav,bird_00011.wav,10,54.785,1.12,1.68,14.9,21.5,0.0256,0.107,0.0329,0.0773,0.349,1.36
ARAUS_00223,R0059_segment_binaural_44100_2.wav,water_00063.wav,16,41.648,1.53,1.74,7.78,14.0,0.00919,0.066,0.0185,0.0407,0.237,0.939
ARAUS_00230,R0007_segment_binaural_44100_1.wav,bird_00015.wav,36,36.4,1.09,1.72,7.19,11.5,0.0255,0.109,0.0319,0.198,0.36,1.39
ARAUS_00239,R0039_segment_binaural_44100_1.wav,bird_00030.wav,32,87.054,1.24,1.88,9.86,15.3,0.0256,0.0835,0.0217,0.0445,0.184,1.13
ARAUS_00262,R0052_segment_binaural_44100_2.wav,silence_00002.wav,23,120.622,1.09,1.52,6.75,9.65,0.0122,0.0735,0.029,0.0887,0.309,1.63
ARAUS_00271,R0005_segment_binaural_44100_1.wav,silence_00001.wav,21,59.223,1.12,1.55,6.8,11.3,0.00715,0.0861,0.0224,0.0696,0.112,0.537
ARAUS_00281,R0079_segment_binaural_44100_1.wav,wind_00031.wav,5,48.023,1.83,2.28,15.5,23.1,0.00818,0.101,0.0231,0.0487,0.0348,0.685
ARAUS_00283,R0051_segment_binaural_44100_1.wav,bird_00008.wav,8,46.871,1.73,2.64,5.05,10.3,0.0666,0.123,0.0181,0.149,0.194,1.22
ARAUS_00310,R0060_segment_binaural_44100_2.wav,silence_00005.wav,7,37.12,1.16,1.55,15.5,22.2,0.0298,0.125,0.0296,0.0962,0.533,1.49
ARAUS_00313,R0057_segment_binaural_44100_1.wav,wind_00022.wav,2,43.722,1.83,2.12,14.8,19.4,0.0103,0.118,0.0215,0.0529,0.0196,0.258
ARAUS_00313,R0045_segment_binaural_44100_1.wav,bird_00072.wav,12,40.653,1.16,1.73,11.1,24.2,0.0232,0.166,0.0228,0.0896,0.503,2.06
ARAUS_00323,R0118_segment_binaural_44100_2.wav,bird_00051.wav,15,59.232,1.41,2.74,19.0,34.9,0.0716,0.18,0.0384,0.171,0.52,2.01
ARAUS_00323,R0059_segment_binaural_44100_2.wav,bird_00065.wav,35,58.856,1.45,1.88,7.7,14.0,0.0178,0.066,0.024,0.0883,0.276,1.03
ARAUS_00356,R0011_segment_binaural_44100_1.wav,silence_00001.wav,15,41.753,1.23,1.79,15.0,19.3,0.0309,0.11,0.0303,0.0613,0.15,0.797
ARAUS_00390,R0119_segment_binaural_44100_2.wav,bird_00017.wav,23,50.364,1.29,2.11,10.3,18.8,0.04,0.13,0.0278,0.0545,0.176,1.18
ARAUS_00410,R0105_segment_binaural_44100_1.wav,water_00055.wav,20,81.863,1.6,1.88,21.8,35.0,0.0245,0.11,0.0331,0.0736,0.239,1.59
ARAUS_00410,R0130_segment_binaural_44100_1.wav,bird_00050.wav,34,116.791,1.17,1.64,11.4,24.3,0.0142,0.0868,0.0307,0.138,0.294,1.51
ARAUS_00479,R0039_segment_binaural_44100_1.wav,water_00012.wav,12,49.333,1.13,1.65,8.94,11.3,0.00871,0.0837,0.0232,0.0472,0.11,1.24
ARAUS_00493,R0120_segment_binaural_44100_1.wav,bird_00060.wav,11,52.388,1.36,2.21,9.62,14.0,0.0176,0.101,0.0263,0.0576,0.149,0.901
ARAUS_00493,R0051_segment_binaural_44100_2.wav,traffic_00011.wav,28,72.608,1.43,2.05,5.67,11.2,0.0188,0.0696,0.0185,0.0936,0.0472,0.506
ARAUS_00493,R0057_segment_binaural_44100_2.wav,silence_00003.wav,36,46.335,1.67,1.92,12.5,18.4,0.0143,0.0845,0.0189,0.0748,0.0668,1.54
ARAUS_00497,R0006_segment_binaural_44100_2.wav,traffic_00023.wav,3,51.427,1.1,1.32,13.3,18.0,0.00751,0.0881,0.0298,0.078,0.269,1.01
ARAUS_00499,R0004_segment_binaural_44100_1.wav,wind_00035.wav,8,84.608,1.68,2.0,16.0,19.8,0.0109,0.109,0.0245,0.0467,0.17,0.75
ARAUS_00514,R0003_segment_binaural_44100_1.wav,silence_00004.wav,4,49.633,1.12,1.6,8.86,15.5,0.00785,0.0771,0.0248,0.0474,0.0855,1.05
ARAUS_00548,R0024_segment_binaural_44100_2.wav,silence_00003.wav,5,50.008,2.46,3.28,9.75,15.6,0.0063,0.0724,0.0685,0.13,0.216,0.912
ARAUS_00548,R0009_segment_binaural_44100_2.wav,construction_00021.wav,8,47.445,1.22,1.53,17.6,25.9,0.0172,0.112,0.0346,0.0709,0.102,1.35
ARAUS_00548,R0012_segment_binaural_44100_2.wav,water_00025.wav,9,49.04,1.75,1.96,18.1,21.2,0.00959,0.113,0.0266,0.0541,0.221,1.08
ARAUS_00548,R0120_segment_binaural_44100_1.wav,bird_00011.wav,12,45.543,1.2,1.88,9.28,17.4,0.0284,0.0925,0.0283,0.0587,0.115,1.45
ARAUS_00548,R0041_segment_binaural_44100_2.wav,silence_00003.wav,15,49.432,1.17,1.79,20.5,24.4,0.0126,0.138,0.0379,0.0783,0.203,1.47
ARAUS_00548,R0104_segment_binaural_44100_1.wav,construction_00021.wav,18,52.432,1.14,1.47,11.5,15.6,0.016,0.0947,0.0328,0.0702,0.156,0.992
ARAUS_00548,R0034_segment_binaural_44100_1.wav,water_00059.wav,19,50.216,1.26,1.79,7.83,14.0,0.0124,0.0775,0.0232,0.0482,0.0674,0.922
ARAUS_00548,R0132_segment_binaural_44100_1.wav,traffic_00025.wav,22,54.56,1.17,1.57,14.1,28.7,0.0107,0.114,0.0371,0.113,0.0531,0.729
ARAUS_00548,R0063_segment_binaural_44100_1.wav,silence_00003.wav,33,52.998,1.32,2.03,16.7,28.7,0.00941,0.103,0.0296,0.0633,0.295,3.29
ARAUS_00548,R0070_segment_binaural_44100_2.wav,water_00059.wav,40,49.535,1.23,1.37,24.6,30.4,0.0126,0.137,0.0428,0.0856,0.137,1.04
ARAUS_00548,R0057_segment_binaural_44100_2.wav,bird_00071.wav,43,48.697,1.68,1.95,12.8,18.4,0.0169,0.084,0.0185,0.0743,0.142,1.54
ARAUS_00562,R0052_segment_binaural_44100_1.wav,silence_00002.wav,35,57.671,1.07,1.88,6.54,10.7,0.0114,0.0541,0.0337,0.0964,0.387,1.47
ARAUS_00565,R0108_segment_binaural_44100_2.wav,bird_00036.wav,39,52.416,1.46,2.2,13.8,28.9,0.025,0.101,0.0304,0.103,0.14,1.28
ARAUS_00598,R0012_segment_binaural_44100_2.wav,bird_00069.wav,8,53.508,1.15,1.5,15.5,20.0,0.0719,0.244,0.0309,0.0728,0.282,1.26
ARAUS_00598,R0059_segment_binaural_44100_2.wav,water_00059.wav,25,57.858,1.43,1.61,9.72,15.4,0.0106,0.0875,0.0247,0.0447,0.156,0.759
ARAUS_00612,R0052_segment_binaural_44100_2.wav,bird_00049.wav,32,84.23,1.22,1.66,7.3,10.2,0.0197,0.0764,0.0273,0.086,0.3,1.57
ARAUS_00612,R0082_segment_binaural_44100_1.wav,wind_00013.wav,33,70.84,1.11,1.48,9.33,13.0,0.00918,0.0947,0.027,0.0487,0.0621,0.918
ARAUS_00612,R0078_segment_binaural_44100_2.wav,bird_00001.wav,34,93.535,1.79,1.93,25.4,39.8,0.0177,0.14,0.0329,0.0676,0.138,3.06
ARAUS_00651,R0126_segment_binaural_44100_2.wav,water_00034.wav,31,67.335,1.49,1.69,7.89,11.0,0.00683,0.0774,0.0214,0.0583,0.174,1.47
ARAUS_00651,R0080_segment_binaural_44100_2.wav,wind_00018.wav,40,59.607,1.72,2.07,11.3,22.3,0.0147,0.1,0.0232,0.161,0.0755,0.849
ARAUS_00673,R0118_segment_binaural_44100_2.wav,bird_00064.wav,24,55.583,1.27,2.51,18.7,37.6,0.1,0.279,0.0407,0.171,0.535,2.11
ARAUS_20021,S0055_1min_SQobold_bin_44100_1.wav,traffic_20002.wav,24,47.84,1.68,2.55,5.35,17.0,0.019,0.111,0.0174,0.0662,0.338,1.32
ARAUS_20039,S0022_1min_SQobold_bin_44100_1.wav,water_20017.wav,5,51.16,1.54,2.14,18.8,50.3,0.0325,0.0942,0.0396,0.147,0.17,1.64
ARAUS_00021,R0048_segment_binaural_44100_2.wav,traffic_00006.wav,10,43.652,1.28,1.58,14.1,19.7,0.00849,0.102,0.0264,0.0528,0.0891,1.27
ARAUS_00024,R0113_segment_binaural_44100_2.wav,bird_00062.wav,16,46.087,1.2,1.76,7.8,12.2,0.0271,0.102,0.0245,0.0559,0.103,0.811
ARAUS_00030,R0069_segment_binaural_44100_2.wav,wind_00003.wav,28,51.416,1.07,1.74,17.5,32.5,0.0124,0.124,0.0375,0.0842,0.261,1.23
ARAUS_00093,R0132_segment_binaural_44100_1.wav,bird_00071.wav,4,55.264,1.15,1.51,12.3,20.6,0.0186,0.117,0.035,0.105,0.14,1.03
ARAUS_00093,R0120_segment_binaural_44100_2.wav,bird_00008.wav,15,43.022,1.18,1.71,9.99,14.9,0.0313,0.0822,0.0304,0.08,0.0845,0.691
ARAUS_00117,R0052_segment_binaural_44100_1.wav,traffic_00033.wav,27,47.328,1.12,1.81,7.77,11.2,0.00965,0.0648,0.029,0.0965,0.285,1.25
ARAUS_00133,R0059_segment_binaural_44100_2.wav,bird_00051.wav,9,66.652,1.85,3.57,8.92,16.0,0.0213,0.0663,0.0175,0.043,0.293,1.1
ARAUS_00148,R0051_segment_binaural_44100_1.wav,silence_00003.wav,40,46.392,1.6,2.54,4.28,9.69,0.027,0.1,0.0129,0.0567,0.0944,1.16
ARAUS_00201,R0027_segment_binaural_44100_1.wav,silence_00001.wav,42,33.863,1.82,2.43,7.0,8.5,0.00805,0.0679,0.0154,0.0395,0.034,0.464
ARAUS_00217,R0026_segment_binaural_44100_1.wav,bird_00056.wav,7,43.916,1.65,2.39,11.9,19.3,0.0202,0.0828,0.0233,0.0918,0.337,1.78
ARAUS_00298,R0059_segment_binaural_44100_1.wav,silence_00003.wav,8,59.232,1.27,1.52,8.28,12.1,0.0111,0.0828,0.0217,0.0537,0.35,1.4
ARAUS_00330,R0119_segment_binaural_44100_1.wav,bird_00045.wav,23,42.743,1.44,2.04,12.2,17.9,0.0368,0.0839,0.0265,0.0608,0.204,1.3
ARAUS_00339,R0022_segment_binaural_44100_2.wav,bird_00007.wav,34,37.783,1.95,2.26,11.5,22.0,0.0523,0.105,0.0203,0.0562,0.0346,0.914
ARAUS_00390,R0121_segment_binaural_44100_1.wav,bird_00080.wav,18,56.35,1.17,2.32,10.1,28.3,0.075,0.24,0.0323,0.11,0.241,2.73
ARAUS_00477,R0020_segment_binaural_44100_1.wav,silence_00002.wav,5,47.157,1.19,1.41,9.18,15.5,0.00938,0.0835,0.0221,0.0583,0.339,1.48
ARAUS_00491,R0080_segment_binaural_44100_2.wav,bird_00044.wav,2,114.795,1.61,2.06,10.6,22.4,0.0609,0.177,0.0322,0.194,0.163,1.14
ARAUS_00499,R0019_segment_binaural_44100_1.wav,bird_00033.wav,4,91.594,1.35,2.48,11.7,20.5,0.0104,0.103,0.0238,0.0518,0.112,1.05
ARAUS_00499,R0003_segment_binaural_44100_1.wav,traffic_00018.wav,37,51.868,1.17,1.59,9.54,15.7,0.00785,0.0771,0.025,0.058,0.0738,1.0
ARAUS_00514,R0002_segment_binaural_44100_2.wav,water_00062.wav,13,53.504,1.47,1.93,21.0,42.5,0.0153,0.134,0.0343,0.104,0.418,6.18
ARAUS_00519,R0054_segment_binaural_44100_2.wav,water_00058.wav,21,49.183,2.22,2.5,13.5,17.9,0.0123,0.0946,0.0261,0.0605,0.0355,0.283
ARAUS_00519,R0127_segment_binaural_44100_2.wav,water_00051.wav,25,50.12,1.59,2.08,13.0,17.4,0.0114,0.0879,0.0267,0.0604,0.0457,0.485
ARAUS_00524,R0098_segment_binaural_44100_1.wav,water_00040.wav,9,42.593,1.63,1.82,12.9,15.4,0.00806,0.102,0.0249,0.0508,0.0576,0.855
ARAUS_00548,R0063_segment_binaural_44100_1.wav,water_00025.wav,2,52.087,1.79,2.13,18.9,29.6,0.00899,0.106,0.0271,0.0552,0.24,3.14
ARAUS_00562,R0025_segment_binaural_44100_1.wav,water_00076.wav,42,51.439,2.09,2.41,8.5,10.8,0.00981,0.107,0.0144,0.0284,0.03,0.258
ARAUS_00574,R0097_segment_binaural_44100_1.wav,bird_00007.wav,30,51.057,1.27,1.73,13.7,23.3,0.0879,0.175,0.0305,0.0575,0.0586,0.516
ARAUS_00647,R0082_segment_binaural_44100_2.wav,wind_00020.wav,36,172.328,1.35,1.8,10.1,14.3,0.00759,0.0914,0.0245,0.0567,0.122,0.736
ARAUS_00679,R0003_segment_binaural_44100_2.wav,water_00049.wav,27,60.183,1.18,1.41,7.83,12.5,0.00947,0.0783,0.0241,0.0517,0.068,0.752
ARAUS_20002,S0005_1min_SQobold_bin_44100_2.wav,bird_20006.wav,22,50.457,1.41,3.03,10.4,26.0,0.0806,0.317,0.0288,0.079,0.208,1.87
ARAUS_20007,S0024_1min_SQobold_bin_44100_2.wav,bird_20030.wav,2,52.871,1.45,2.48,8.6,21.1,0.0555,0.168,0.022,0.0786,0.167,1.57
ARAUS_20021,S0024_1min_SQobold_bin_44100_1.wav,bird_20026.wav,2,61.988,1.34,1.61,8.1,21.1,0.0373,0.156,0.0217,0.0509,0.184,2.41
ARAUS_20021,S0032_1min_SQobold_bin_44100_2.wav,traffic_20002.wav,9,49.166,1.67,2.32,9.52,12.9,0.00829,0.0801,0.0216,0.0693,0.0488,0.653
ARAUS_20021,S0010_1min_SQobold_bin_44100_1.wav,water_20021.wav,43,54.171,1.34,1.66,11.5,16.5,0.00934,0.0949,0.0241,0.0727,0.0288,0.366
ARAUS_20032,S0035_1min_SQobold_bin_44100_1.wav,silence_20002.wav,33,73.292,1.68,1.84,6.13,7.96,0.00514,0.0601,0.016,0.0355,0.0249,0.266
ARAUS_00002,R0016_segment_binaural_44100_2.wav,silence_00002.wav,14,91.362,1.2,1.65,23.8,41.7,0.0409,0.113,0.0421,0.12,0.656,3.88
ARAUS_00007,R0016_segment_binaural_44100_1.wav,construction_00033.wav,14,140.61,1.2,1.52,26.4,40.6,0.0347,0.17,0.0455,0.106,0.653,3.93
ARAUS_00014,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,32.743,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00015,R0096_segment_binaural_44100_1.wav,silence_00005.wav,32,36.816,1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
ARAUS_00015,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,34.673,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00017,R0016_segment_binaural_44100_1.wav,water_00039.wav,23,32.712,1.23,1.47,27.3,41.0,0.0377,0.154,0.0486,0.131,0.539,3.74
ARAUS_00018,R0118_segment_binaural_44100_1.wav,water_00037.wav,14,69.735,1.74,2.3,29.7,46.9,0.053,0.161,0.0341,0.15,0.43,1.75
ARAUS_00022,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,47.246,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00035,R0010_segment_binaural_44100_2.wav,wind_00037.wav,13,49.743,1.77,2.23,22.5,33.0,0.0228,0.114,0.0277,0.0551,0.112,1.74
ARAUS_00037,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,47.736,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00044,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,99.593,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00045,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,56.844,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00050,R0060_segment_binaural_44100_2.wav,construction_00028.wav,32,32.888,1.58,1.93,21.2,30.9,0.0174,0.113,0.0291,0.0795,0.37,1.08
ARAUS_00050,R0073_segment_binaural_44100_2.wav,silence_00005.wav,43,36.973,1.17,1.54,21.6,29.5,0.0251,0.127,0.0424,0.0955,0.706,2.82
ARAUS_00055,R0010_segment_binaural_44100_2.wav,traffic_00008.wav,3,52.048,1.29,1.85,20.3,29.3,0.0226,0.127,0.0328,0.0701,0.161,1.97
ARAUS_00055,R0090_segment_binaural_44100_1.wav,construction_00023.wav,4,38.618,1.45,2.16,22.4,35.5,0.0202,0.104,0.0317,0.0703,0.29,3.01
ARAUS_00062,R0103_segment_binaural_44100_1.wav,wind_00025.wav,40,84.174,1.71,2.04,32.5,41.5,0.0163,0.165,0.0343,0.0706,0.0602,1.33
ARAUS_00064,R0061_segment_binaural_44100_1.wav,water_00058.wav,21,37.296,1.95,2.15,15.9,27.9,0.0203,0.0953,0.0236,0.0499,0.142,1.23
ARAUS_00064,R0061_segment_binaural_44100_2.wav,bird_00004.wav,31,33.904,1.71,1.96,14.6,22.1,0.0255,0.1,0.0243,0.0509,0.199,1.07
ARAUS_00064,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,34.064,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00069,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,41.303,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00071,R0089_segment_binaural_44100_1.wav,water_00031.wav,43,52.106,1.52,1.77,29.3,40.4,0.0129,0.132,0.0381,0.0907,0.0406,0.76
ARAUS_00074,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,67.752,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00082,R0117_segment_binaural_44100_1.wav,wind_00030.wav,6,63.048,1.47,1.73,24.8,35.0,0.0139,0.14,0.0334,0.068,0.0731,1.0
ARAUS_00082,R0103_segment_binaural_44100_2.wav,bird_00068.wav,29,121.592,1.21,1.47,19.2,32.5,0.0343,0.127,0.0364,0.0855,0.258,1.79
ARAUS_00082,R0117_segment_binaural_44100_2.wav,silence_00002.wav,31,52.319,1.19,1.5,16.5,25.0,0.0201,0.123,0.0354,0.0803,0.188,1.43
ARAUS_00082,R0088_segment_binaural_44100_1.wav,traffic_00033.wav,43,52.802,1.29,1.52,22.2,28.4,0.0114,0.121,0.038,0.0795,0.113,0.921
ARAUS_00086,R0011_segment_binaural_44100_1.wav,traffic_00017.wav,15,47.792,1.26,1.78,15.9,23.1,0.0272,0.108,0.0316,0.0733,0.126,0.772
ARAUS_00088,R0042_segment_binaural_44100_1.wav,construction_00016.wav,11,46.935,1.33,1.79,19.3,38.9,0.0166,0.129,0.0327,0.0704,0.135,0.837
ARAUS_00088,R0118_segment_binaural_44100_1.wav,wind_00022.wav,16,39.607,1.56,1.98,24.6,35.7,0.0536,0.147,0.0365,0.114,0.49,1.88
ARAUS_00088,R0132_segment_binaural_44100_1.wav,silence_00003.wav,31,53.839,1.1,1.36,11.8,18.6,0.0111,0.117,0.0358,0.109,0.0678,0.91
ARAUS_00088,R0009_segment_binaural_44100_1.wav,traffic_00011.wav,32,40.544,1.29,1.72,19.0,27.9,0.00997,0.127,0.0334,0.0646,0.0954,0.879
ARAUS_00088,R0042_segment_binaural_44100_2.wav,water_00008.wav,36,39.567,1.78,1.9,23.7,28.5,0.00956,0.119,0.0295,0.0654,0.0159,0.182
ARAUS_00090,R0096_segment_binaural_44100_1.wav,silence_00005.wav,31,36.191,1.51,1.85,20.4,29.2,0.0162,0.0956,0.0294,0.0907,0.463,2.96
ARAUS_00096,R0081_segment_binaural_44100_1.wav,silence_00001.wav,13,37.672,1.31,1.71,14.5,21.5,0.0327,0.108,0.0307,0.13,0.227,1.35
ARAUS_00096,R0011_segment_binaural_44100_1.wav,silence_00001.wav,35,37.248,1.23,1.79,15.0,19.3,0.0309,0.11,0.0303,0.0613,0.15,0.797
ARAUS_00096,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,39.272,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00104,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,55.856,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00109,R0061_segment_binaural_44100_2.wav,bird_00077.wav,17,43.791,1.71,1.88,14.3,22.1,0.0192,0.0949,0.0237,0.0508,0.199,1.07
ARAUS_00109,R0004_segment_binaural_44100_1.wav,bird_00033.wav,38,41.67,1.44,3.22,13.9,30.4,0.0148,0.103,0.0303,0.104,0.232,0.87
ARAUS_00110,R0073_segment_binaural_44100_2.wav,silence_00005.wav,14,50.648,1.17,1.54,21.6,29.5,0.0251,0.127,0.0424,0.0955,0.706,2.82
ARAUS_00117,R0016_segment_binaural_44100_2.wav,bird_00068.wav,16,53.831,1.27,1.94,25.5,49.4,0.0839,0.414,0.0422,0.12,0.832,4.73
ARAUS_00117,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,48.543,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00125,R0060_segment_binaural_44100_2.wav,traffic_00020.wav,37,38.008,1.22,1.53,16.7,22.9,0.0249,0.124,0.0283,0.087,0.46,1.46
ARAUS_00130,R0090_segment_binaural_44100_2.wav,silence_00005.wav,28,35.776,1.3,1.61,21.0,38.0,0.0234,0.119,0.0326,0.111,0.4,2.0
ARAUS_00130,R0091_segment_binaural_44100_1.wav,silence_00005.wav,45,53.736,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00132,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,54.76,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00136,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,36.584,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00148,R0118_segment_binaural_44100_2.wav,construction_00030.wav,7,47.17,1.26,1.69,20.9,32.7,0.0419,0.128,0.0364,0.128,0.438,1.75
ARAUS_00148,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,41.327,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00150,R0010_segment_binaural_44100_1.wav,traffic_00036.wav,28,37.335,1.33,1.94,18.0,29.3,0.0453,0.116,0.0334,0.0739,0.299,2.33
ARAUS_00150,R0096_segment_binaural_44100_2.wav,bird_00015.wav,34,36.576,1.52,1.71,21.2,37.7,0.0318,0.0894,0.0546,0.559,0.333,1.97
ARAUS_00152,R0091_segment_binaural_44100_1.wav,silence_00002.wav,45,33.4,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00156,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,48.524,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00164,R0061_segment_binaural_44100_1.wav,silence_00004.wav,15,58.516,1.7,2.07,14.7,27.4,0.021,0.0941,0.0238,0.0514,0.182,1.35
ARAUS_00164,R0087_segment_binaural_44100_2.wav,silence_00004.wav,29,49.416,1.19,1.6,19.6,33.5,0.0299,0.0993,0.0362,0.0846,0.784,2.42
ARAUS_00164,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,42.489,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00168,R0091_segment_binaural_44100_1.wav,silence_00003.wav,45,39.495,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00171,R0091_segment_binaural_44100_1.wav,silence_00001.wav,45,54.468,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00174,R0087_segment_binaural_44100_1.wav,traffic_00038.wav,38,39.28,1.33,1.94,26.9,37.4,0.0192,0.135,0.0401,0.106,0.303,1.71
ARAUS_00174,R0091_segment_binaural_44100_1.wav,silence_00004.wav,45,44.272,1.37,1.97,30.9,49.8,0.0328,0.11,0.0378,0.122,1.37,3.9
ARAUS_00185,R0073_segment_binaural_44100_2.wav,traffic_00040.wav,17,50.463,1.2,1.52,23.1,30.5,0.0212,0.129,0.039,0.0878,0.65,2.73
ARAUS_00190,R0060_segment_binaural_44100_2.wav,traffic_00014.wav,28,59.928,1.21,1.63,16.7,22.7,0.0302,0.119,0.0289,0.0862,0.557,1.6
